apple_music_id,edma_key,edma_strength,edmm_key,edmm_strength,bgate_key,bgate_strength,shaath_key,shaath_strength,braw_key,braw_strength,temperley_key,temperley_strength,noland_key,noland_strength,bpm_rhythm,bpm_rhythm_confidence,bpm_percival
80A9B2ECA6354653,Key 1d,0.9677,Key 10m,0.6807,Key 1d,0.9757,Key 1d,0.9831,Key 1d,0.992,Key 1d,0.872,Key 1d,0.8116,122.01,3.2493,122.32
8173F4FAD776BABF,Key 2d,0.8162,Key 2m,0.8467,Key 2d,0.9092,Key 2d,0.8848,Key 2d,0.8787,Key 2d,0.8607,Key 2d,0.9136,118.0,2.2784,118.12
822EBDC8F5ED6091,Key 2m,0.7952,Key 2m,0.8311,Key 1m,0.8327,Key 2m,0.7917,Key 1m,0.8065,Key 2d,0.708,Key 2d,0.8699,122.88,2.3804,123.05
832A2663B062330B,Key 3d,0.7332,Key 3m,0.7453,Key 3d,0.7838,Key 3d,0.8225,Key 3d,0.7665,Key 3d,0.7801,Key 3d,0.6797,119.97,1.0541,120.19
83D39A3FAF03F6F0,Key 4m,0.5956,Key 4m,0.5814,Key 3d,0.5707,Key 4m,0.6441,Key 4m,0.559,Key 3d,0.649,Key 3d,0.5789,115.94,1.8222,116.13
83D63BB4E26A3B62,Key 4d,0.8608,Key 4m,0.7107,Key 4d,0.8796,Key 4d,0.893,Key 4d,0.8531,Key 3d,0.879,Key 3d,0.8898,119.97,1.928,120.19
8409C774C2D44656,Key 7d,0.7589,Key 8m,0.7641,Key 7d,0.8555,Key 8m,0.8402,Key 7d,0.8471,Key 7d,0.8643,Key 7d,0.8739,123.98,2.4691,123.78
85E680630CBAEC4A,Key 11m,0.7585,Key 11m,0.783,Key 11d,0.8023,Key 12d,0.7752,Key 11d,0.7391,Key 11d,0.8388,Key 11d,0.9009,125.93,1.4334,126.05
8641317169EE5DD9,Key 1m,0.8471,Key 1m,0.8597,Key 1m,0.8197,Key 1m,0.8983,Key 1m,0.7575,Key 12d,0.7874,Key 12d,0.8966,96.92,2.6408,97.05
8690521330EC8AF3,Key 1m,0.8098,Key 1m,0.8089,Key 1m,0.7814,Key 1m,0.7777,Key 1m,0.7629,Key 1m,0.7054,Key 1m,0.6927,126.0,2.7857,126.05
87C1343D370D89DD,Key 11m,0.7893,Key 11m,0.7816,Key 11m,0.7594,Key 11m,0.7516,Key 11m,0.7661,Key 11m,0.6356,Key 11m,0.7891,111.96,1.6485,112.04
87DBCC2080C9F69B,Key 10m,0.8334,Key 10m,0.8099,Key 10m,0.8222,Key 1d,0.7317,Key 10m,0.8553,Key 10m,0.6143,Key 10m,0.8726,120.01,3.383,120.19
87DE3E4D500A6326,Key 8m,0.8626,Key 8m,0.8759,Key 8m,0.9078,Key 8m,0.8545,Key 8m,0.8063,Key 8d,0.8569,Key 8m,0.9404,120.0,2.7839,120.19
87E8CF8A567FA307,Key 5m,0.9472,Key 5m,0.9077,Key 5m,0.9167,Key 8d,0.8316,Key 5m,0.9751,Key 5m,0.6435,Key 5m,0.8451,114.0,2.4755,114.21
89B8EE35C2D3A29E,Key 6m,0.83,Key 6m,0.836,Key 6m,0.8727,Key 6m,0.8594,Key 6m,0.7695,Key 6d,0.7831,Key 6m,0.8312,126.91,1.1767,126.82
89BDC796BA0EA1B4,Key 10m,0.4574,Key 11m,0.4475,Key 9m,0.4539,Key 11m,0.4446,Key 10m,0.4883,Key 9m,0.466,Key 9m,0.5216,126.92,2.9109,126.82
8A199622438817C9,Key 7m,0.8716,Key 7m,0.8409,Key 7m,0.8871,Key 8m,0.7727,Key 7m,0.8722,Key 7d,0.6305,Key 7m,0.8986,123.04,2.3494,123.05
8A3CC2B09F9F58EC,Key 11m,0.8498,Key 11m,0.8579,Key 11m,0.7997,Key 11m,0.8381,Key 11m,0.839,Key 11m,0.7094,Key 11m,0.637,120.63,3.3871,120.89
8AED09318A2D73C6,Key 12d,0.9172,Key 9m,0.7257,Key 12d,0.9,Key 12d,0.8854,Key 12d,0.9369,Key 12d,0.7642,Key 12d,0.7259,124.01,3.2304,123.78
8C0909A419F9090F,Key 11m,0.9644,Key 11m,0.9615,Key 11m,0.9191,Key 11m,0.9613,Key 11m,0.9389,Key 11m,0.645,Key 11m,0.7662,120.0,3.1602,120.19
8CFE13D333589EAA,Key 11m,0.8369,Key 11m,0.8347,Key 11m,0.8697,Key 12m,0.7742,Key 11m,0.8372,Key 12m,0.7627,Key 11m,0.8834,120.0,3.7199,120.19
8E85195807BCA9CC,Key 9m,0.7159,Key 9m,0.7101,Key 9m,0.7506,Key 9m,0.7514,Key 9m,0.6485,Key 9m,0.7688,Key 9m,0.6985,114.99,3.7226,114.84
8E94ECE960BCCF63,Key 10d,0.8329,Key 10m,0.7609,Key 10d,0.8908,Key 10d,0.9133,Key 10d,0.8679,Key 10d,0.9244,Key 10d,0.9,111.94,1.4315,111.74
8F70D147B185D9CF,Key 2m,0.869,Key 2m,0.8522,Key 2m,0.8001,Key 2m,0.8719,Key 2m,0.819,Key 1d,0.8294,Key 1d,0.7591,122.44,2.2965,122.32
8FAC2CC8F72BCE4E,Key 10m,0.8538,Key 10m,0.8213,Key 10m,0.9009,Key 11m,0.7631,Key 10m,0.8455,Key 11d,0.6595,Key 10m,0.8792,123.57,2.5787,123.78
901AABA21FF35C60,Key 11m,0.9038,Key 11m,0.8846,Key 11m,0.9478,Key 11m,0.8479,Key 11m,0.8904,Key 11m,0.758,Key 11m,0.9166,121.03,2.6713,120.89
904959D73E2AB42E,Key 3d,0.8185,Key 3m,0.5738,Key 3d,0.8472,Key 3d,0.8902,Key 3d,0.8025,Key 3d,0.9219,Key 3d,0.8105,123.93,2.154,123.78
90A0DDFC5B38D7A1,Key 3d,0.7519,Key 3m,0.7701,Key 3d,0.8573,Key 3d,0.8845,Key 3d,0.8052,Key 3d,0.958,Key 3d,0.9397,128.19,2.2063,128.4
90DEEA525D379D19,Key 1m,0.9015,Key 1m,0.9081,Key 1m,0.9462,Key 1m,0.8511,Key 1m,0.8577,Key 1m,0.7252,Key 1m,0.9519,119.98,2.5955,120.19
91EB327D3516EA59,Key 10m,0.9793,Key 10m,0.9635,Key 10m,0.9461,Key 10m,0.9009,Key 10m,0.9626,Key 10m,0.7426,Key 10m,0.8816,122.99,2.6291,123.05
9238FFD03190C9BD,Key 1m,0.8947,Key 1m,0.8966,Key 1m,0.9024,Key 1m,0.9246,Key 1m,0.8146,Key 12d,0.7717,Key 12m,0.8611,120.02,2.2726,120.19
92657C200C8EACDF,Key 1d,0.8313,Key 11m,0.7114,Key 1d,0.8266,Key 1d,0.7892,Key 1d,0.8205,Key 12d,0.6953,Key 12d,0.8569,117.96,2.2969,118.12
9282BD04501DB3C9,Key 5m,0.7943,Key 5m,0.792,Key 5m,0.7917,Key 5m,0.8239,Key 5m,0.7269,Key 5m,0.8535,Key 4m,0.7097,111.03,3.4894,111.14
92890EF8F0830116,Key 6m,0.8408,Key 6m,0.813,Key 6m,0.8166,Key 6m,0.8035,Key 6m,0.8042,Key 6m,0.7355,Key 5m,0.7699,128.97,2.4421,129.2
92B023E6C70585D7,Key 6m,0.8878,Key 6m,0.9017,Key 6m,0.8992,Key 6m,0.8981,Key 6m,0.81,Key 6d,0.8291,Key 6d,0.907,122.48,2.1433,121.6
92D36E5321D323C1,Key 2m,0.5152,Key 2m,0.5139,Key 2m,0.5172,Key 2m,0.5726,Key 6d,0.5213,Key 2m,0.6116,Key 2m,0.4149,118.6,1.6473,120.19
9390368920ED7093,Key 4m,0.7849,Key 4m,0.7291,Key 4m,0.7822,Key 4m,0.6846,Key 4m,0.7666,Key 3d,0.6528,Key 3m,0.7767,114.92,2.9363,114.84
94F0278646FC22C2,Key 1d,0.7814,Key 12m,0.688,Key 1d,0.8237,Key 12d,0.7758,Key 1d,0.7941,Key 12d,0.8717,Key 12d,0.8948,94.32,1.4787,62.83
95ECE6DA1873356A,Key 7m,0.9013,Key 7m,0.9133,Key 7m,0.8969,Key 7m,0.9082,Key 7m,0.8161,Key 7d,0.7973,Key 6m,0.9094,123.97,3.4941,123.78
963A3D933E88D59E,Key 10d,0.9251,Key 10m,0.6545,Key 10d,0.9551,Key 10d,0.965,Key 10d,0.9523,Key 10d,0.9272,Key 10d,0.9025,126.82,2.202,126.82
9659CB55BA67DBDB,Key 10m,0.794,Key 10m,0.7533,Key 10m,0.7327,Key 1d,0.7361,Key 10m,0.8265,Key 1d,0.5061,Key 9m,0.5215,117.91,2.0577,118.12
971C7032A4AFEEF3,Key 4m,0.8867,Key 4m,0.9062,Key 4m,0.8852,Key 4m,0.889,Key 4m,0.8069,Key 4d,0.7264,Key 3m,0.8788,122.09,2.5191,122.32
9A50EE5E8F861935,Key 10m,0.8847,Key 10m,0.9033,Key 10m,0.8989,Key 10m,0.8743,Key 10m,0.8166,Key 10d,0.861,Key 10m,0.9472,121.96,1.1542,122.32
9BAB5CF0098CAE0E,Key 9m,0.9135,Key 9m,0.9426,Key 9m,0.8768,Key 9m,0.969,Key 9m,0.8279,Key 8d,0.7622,Key 9m,0.8109,97.79,2.5587,98.44
9BD4637C4A7A2826,Key 8m,0.8372,Key 8m,0.8599,Key 8m,0.836,Key 8m,0.8773,Key 7m,0.7665,Key 7d,0.7729,Key 7m,0.9025,124.97,1.8735,125.28
9C5CEED1A4D73015,Key 7m,0.8312,Key 7m,0.8517,Key 7m,0.8806,Key 7m,0.837,Key 7m,0.7531,Key 7d,0.875,Key 7d,0.9411,83.0,2.8294,83.02
9C828D054A8A2DFA,Key 6m,0.9681,Key 6m,0.9248,Key 6m,0.9355,Key 6m,0.8653,Key 6m,0.9805,Key 6m,0.567,Key 6m,0.7925,92.92,2.2062,93.12
9C9B74C419ABE945,Key 9m,0.8144,Key 9m,0.8131,Key 9m,0.8733,Key 9m,0.7974,Key 9m,0.7539,Key 9d,0.7736,Key 9m,0.893,118.01,3.0059,118.12
9D6A87CE6E9C5AEB,Key 8m,0.9428,Key 8m,0.9506,Key 8m,0.9222,Key 8m,0.9447,Key 8m,0.879,Key 7d,0.716,Key 8m,0.8353,121.01,2.1832,120.89
9DD5530EE9F203AC,Key 11m,0.8876,Key 11m,0.8898,Key 11m,0.8771,Key 11m,0.9186,Key 11m,0.8094,Key 10d,0.8055,Key 10d,0.8412,113.86,2.7136,114.21
9E37ABD9453E8FB0,Key 9m,0.8567,Key 9m,0.8453,Key 9m,0.8562,Key 9m,0.7692,Key 9m,0.8237,Key 9d,0.6542,Key 9m,0.8654,126.04,2.1903,126.05
9E3B1EA114B67B7F,Key 11m,0.7456,Key 11m,0.7799,Key 11m,0.7235,Key 11m,0.7713,Key 11m,0.7094,Key 12d,0.6215,Key 11m,0.7907,123.54,1.3765,124.53
9E42D4E97FFAF2DF,Key 9m,0.9673,Key 9m,0.9621,Key 9m,0.9875,Key 9m,0.923,Key 9m,0.9399,Key 9m,0.751,Key 9m,0.9264,119.99,3.1676,120.19
9E52E935F81BFC5A,Key 3d,0.8383,Key 4m,0.6777,Key 3d,0.8646,Key 3d,0.8427,Key 3d,0.8643,Key 3d,0.7886,Key 3d,0.7692,117.64,2.453,117.45
9E9533C576EC74EC,Key 10m,0.9467,Key 10m,0.9685,Key 10m,0.9033,Key 10m,0.9757,Key 10m,0.8775,Key 10m,0.7309,Key 10m,0.8105,122.9,1.8058,123.05
9ED9213664B23254,Key 11m,0.8773,Key 11m,0.9105,Key 11m,0.85,Key 11m,0.9328,Key 11m,0.7691,Key 10d,0.7906,Key 10d,0.8809,138.12,2.7661,137.81
9F92A0939862C627,Key 1m,0.9597,Key 1m,0.9599,Key 1m,0.9408,Key 1m,0.9236,Key 1m,0.9252,Key 1m,0.7364,Key 1m,0.8822,172.26,1.8706,87.59
A1E58DC6E59B13D7,Key 12m,0.7988,Key 12m,0.8567,Key 12m,0.8076,Key 12m,0.8895,Key 12d,0.7485,Key 12d,0.895,Key 12d,0.8057,128.04,3.1982,128.4
A4644980C3C12C92,Key 1m,0.9837,Key 1m,0.9749,Key 1m,0.9505,Key 1m,0.9413,Key 1m,0.9604,Key 1m,0.7359,Key 1m,0.8679,120.0,2.4878,120.19
A543179C836D1B52,Key 2d,0.5772,Key 12m,0.6058,Key 12d,0.6425,Key 12d,0.6579,Key 12d,0.6242,Key 1d,0.7987,Key 12m,0.793,123.5,2.431,123.78
A5AA505409F45D58,Key 8m,0.8698,Key 8m,0.8185,Key 8m,0.8367,Key 8m,0.7714,Key 8m,0.8537,Key 7d,0.6649,Key 7m,0.8535,115.89,3.234,116.13
A5DBC700C86A9209,Key 6m,0.8755,Key 6m,0.8423,Key 6m,0.8995,Key 6m,0.7796,Key 6m,0.8653,Key 6d,0.7087,Key 6m,0.8825,120.07,0.9596,120.19
A76BFEBF87FC264F,Key 1d,0.7196,Key 12m,0.7284,Key 12d,0.7846,Key 12m,0.7832,Key 12d,0.7176,Key 12d,0.7651,Key 11d,0.9038,123.9,2.2005,123.78
A8349B85981555B6,Key 1m,0.802,Key 1m,0.8573,Key 1d,0.8655,Key 1m,0.8898,Key 1d,0.8372,Key 1d,0.8709,Key 1d,0.9222,113.96,2.6011,114.21
A860D8E7612D05CF,Key 2m,0.9319,Key 2m,0.9038,Key 2m,0.8507,Key 2m,0.8528,Key 2m,0.9422,Key 2m,0.6201,Key 2m,0.6982,107.99,3.6436,108.23
A866C9C0960E60E6,Key 10m,0.9647,Key 10m,0.9827,Key 10m,0.9498,Key 10m,0.9567,Key 10m,0.9033,Key 10m,0.7687,Key 10m,0.9107,109.99,2.3655,109.96
A86813743D11A6B8,Key 1m,0.9513,Key 1m,0.9346,Key 1m,0.9649,Key 1m,0.8821,Key 1m,0.9237,Key 1d,0.6909,Key 1m,0.9277,101.98,2.5243,102.34
A9E68047C200943C,Key 3d,0.8573,Key 3m,0.7532,Key 3d,0.8879,Key 3d,0.9359,Key 3d,0.867,Key 3d,0.9121,Key 3d,0.8179,120.01,3.0391,120.19
AA3AEE0E79B9DD66,Key 5m,0.8716,Key 5m,0.917,Key 5m,0.8801,Key 5m,0.9363,Key 5m,0.7759,Key 5d,0.8649,Key 5m,0.8682,114.97,1.7214,114.84
AA6B003CE506D86D,Key 9m,0.8643,Key 9m,0.8244,Key 9m,0.8275,Key 12d,0.8152,Key 9m,0.8949,Key 9m,0.6734,Key 9m,0.6884,123.87,3.2894,123.78
AAAFD64B647C2004,Key 5d,0.8968,Key 2m,0.6471,Key 5d,0.8848,Key 5d,0.9018,Key 5d,0.9292,Key 5d,0.7962,Key 5d,0.7103,121.99,2.3871,122.32
AABC6298806E8E24,Key 9m,0.9795,Key 9m,0.9474,Key 9m,0.9768,Key 9m,0.8884,Key 9m,0.9731,Key 9m,0.6548,Key 9m,0.8702,117.01,3.4593,116.79
AAE2575C020181C6,Key 9d,0.8171,Key 6m,0.7263,Key 9d,0.7498,Key 9d,0.8028,Key 6m,0.8358,Key 9d,0.6148,Key 6m,0.5163,122.95,3.1227,123.05
AD1AD9612533B0CC,Key 1d,0.924,Key 10m,0.629,Key 1d,0.9405,Key 1d,0.9621,Key 1d,0.9255,Key 1d,0.9178,Key 1d,0.8577,122.98,2.9912,123.05
AEB2CA34ACE1C8B2,Key 10m,0.9608,Key 10m,0.9488,Key 10m,0.9361,Key 10m,0.8968,Key 10m,0.9264,Key 10m,0.7641,Key 10m,0.8973,120.89,1.9511,120.89
B00486A7A8036839,Key 7m,0.7553,Key 7m,0.824,Key 7d,0.8272,Key 7m,0.8317,Key 7d,0.8277,Key 7d,0.7833,Key 7d,0.837,115.95,1.7362,116.13
B00F23DB080BF7F0,Key 3m,0.9059,Key 3m,0.8857,Key 3m,0.8249,Key 3m,0.8793,Key 3m,0.8911,Key 2d,0.6156,Key 2d,0.6584,119.01,2.4311,118.8
B0B8D7CE7C71D25D,Key 1m,0.823,Key 1m,0.8237,Key 12m,0.7817,Key 1m,0.8531,Key 1m,0.7409,Key 12d,0.8752,Key 12d,0.8436,123.01,2.675,123.05
B1BB63F715E1025E,Key 12m,0.8292,Key 12m,0.8279,Key 12m,0.8405,Key 12m,0.7547,Key 12m,0.7845,Key 12d,0.6854,Key 11m,0.8768,115.0,2.9025,114.84
B5DDBF859B5359CB,Key 11m,0.5152,Key 10m,0.4521,Key 10m,0.4588,Key 9d,0.5,Key 11m,0.5639,Key 9d,0.5861,Key 10m,0.4942,117.22,2.743,116.79
B65843F784D21727,Key 7m,0.8328,Key 7m,0.7951,Key 7m,0.8085,Key 7m,0.7514,Key 7m,0.812,Key 6d,0.5361,Key 6m,0.7876,97.49,3.3375,97.51
B74337E32768F98F,Key 3m,0.755,Key 3m,0.8286,Key 3d,0.7807,Key 3m,0.8628,Key 3d,0.7686,Key 2d,0.6985,Key 2d,0.7557,120.06,1.7374,119.84
B7495B9A8962DA70,Key 3d,0.794,Key 3m,0.7104,Key 3d,0.8733,Key 3d,0.8469,Key 3d,0.8292,Key 3d,0.8432,Key 3d,0.9054,124.94,2.2679,125.28
B77B6DFBB8A700C9,Key 11m,0.7749,Key 11m,0.7935,Key 11m,0.8271,Key 11m,0.7659,Key 11m,0.7639,Key 12m,0.7131,Key 11m,0.8454,121.01,3.3262,120.89
B77ED714D1372549,Key 1m,0.7587,Key 1m,0.7878,Key 1m,0.7902,Key 1m,0.8323,Key 1d,0.752,Key 1d,0.8249,Key 1d,0.8452,120.77,3.3416,120.89
BA2C87BDAF8EF848,Key 11m,0.8801,Key 11m,0.8885,Key 11m,0.8949,Key 11m,0.824,Key 11m,0.8595,Key 11d,0.7155,Key 11m,0.934,124.99,3.1437,125.28
BA5EAC90BC085B11,Key 1d,0.7758,Key 10m,0.5744,Key 1d,0.7966,Key 1d,0.8308,Key 1d,0.8261,Key 1d,0.7522,Key 1d,0.6535,128.01,3.417,128.0
BBE41E3F08F3D454,Key 12m,0.9117,Key 12m,0.8701,Key 12m,0.9021,Key 12m,0.7823,Key 12m,0.9385,Key 12m,0.5957,Key 12m,0.8297,109.0,2.8623,108.8
BBE9727E4AD570C5,Key 6d,0.8237,Key 6m,0.8129,Key 6d,0.9196,Key 6d,0.9191,Key 6d,0.8937,Key 6d,0.9319,Key 6d,0.9549,121.94,1.6623,122.32
BC40BC3F27B7708E,Key 3d,0.8171,Key 4m,0.6709,Key 3d,0.8828,Key 3d,0.8631,Key 3d,0.8425,Key 3d,0.8472,Key 3d,0.8517,125.98,1.8706,126.05
BCF4FFC5EFDDC171,Key 9m,0.8875,Key 9m,0.873,Key 9m,0.9086,Key 9m,0.7938,Key 9m,0.8683,Key 9m,0.7249,Key 9m,0.948,123.85,2.5177,126.05
BD05D30E29518008,Key 7d,0.796,Key 4m,0.5868,Key 7d,0.8062,Key 7d,0.8328,Key 7d,0.8475,Key 7d,0.7628,Key 7d,0.647,117.0,2.9934,116.79
BDD6D7ACE00C4EEE,Key 11m,0.8165,Key 11m,0.8671,Key 11m,0.7874,Key 11m,0.9439,Key 11d,0.7514,Key 10d,0.7834,Key 10d,0.8435,146.99,1.6974,146.61
BDE8DB89E8B52164,Key 5m,0.8782,Key 5m,0.8947,Key 5m,0.892,Key 5m,0.886,Key 5m,0.7962,Key 5d,0.8705,Key 5d,0.9416,133.02,2.4929,133.37
BDFB1DC0652CF4C9,Key 11m,0.7599,Key 11m,0.7692,Key 11m,0.8138,Key 11m,0.753,Key 12m,0.7161,Key 11d,0.8169,Key 11m,0.8778,119.99,2.5205,120.19
BE8BB320C4206697,Key 7m,0.95,Key 7m,0.9533,Key 7m,0.9324,Key 7m,0.9132,Key 7m,0.912,Key 7d,0.7321,Key 7m,0.9322,129.99,1.5329,130.01
BEBE2BBCBD21B21E,Key 1m,0.9079,Key 1m,0.9502,Key 1m,0.8776,Key 1m,0.9578,Key 1m,0.8539,Key 1m,0.7798,Key 1m,0.8337,99.93,2.8212,99.86
BF1C20734E72D671,Key 3m,0.8788,Key 3m,0.8595,Key 3m,0.9107,Key 4m,0.815,Key 3m,0.8547,Key 3d,0.7568,Key 3m,0.9281,120.8,1.5496,120.89
BFAF9FD4FC30DE07,Key 12d,0.8468,Key 1m,0.7067,Key 12d,0.8991,Key 12d,0.9117,Key 12d,0.8899,Key 12d,0.9201,Key 12d,0.8781,128.01,2.0209,128.4
BFF411ED275DF3B6,Key 6m,0.8317,Key 6m,0.8245,Key 6m,0.7571,Key 6m,0.8316,Key 6m,0.7864,Key 5d,0.7575,Key 5m,0.7265,117.73,2.0401,118.8
C0201242B8135B45,Key 11m,0.8404,Key 11m,0.7804,Key 11m,0.8471,Key 1d,0.7493,Key 11m,0.85,Key 1d,0.6321,Key 10m,0.8678,125.57,2.2906,125.28
C0F213BCA151C676,Key 11m,0.7732,Key 11m,0.7945,Key 12d,0.8374,Key 11m,0.7891,Key 12d,0.779,Key 11d,0.7493,Key 11d,0.8945,123.96,2.6694,124.53
C11AE0899701FF43,Key 9m,0.8028,Key 9m,0.812,Key 9m,0.8141,Key 10m,0.7953,Key 9m,0.7542,Key 10d,0.8073,Key 9d,0.9051,79.85,1.4296,82.03
C1582B7F7DA5845E,Key 11d,0.491,Key 7m,0.3728,Key 7m,0.4126,Key 11d,0.4965,Key 8m,0.5214,Key 6d,0.4823,Key 7m,0.3089,123.39,2.5167,123.78
