apple_music_id,artist,name,effective_bpm,consensus_bpm,djay_bpm_diff,bpm_diff,djay_bpm,djay_manual_bpm,djay_straight_grid,apple_music_bpm,beatunes_bpm,beatunes_bpm_salience,bpm_rhythm,bpm_rhythm_confidence,bpm_percival,effective_key,consensus_key,key_diff,djay_key,essentia_key,beatunes_key,apple_music_key,edma_key,edma_strength,edmm_key,edmm_strength,bgate_key,bgate_strength,braw_key,braw_strength,shaath_key,shaath_strength,temperley_key,temperley_strength,noland_key,noland_strength
6A3412E39F12BDCC,Efdemin,Parallaxis (Traumprinz's Over 2 The End Version),123.0,123.0,0.0,0.07,123.0,,True,123,122.97740936279297,0.9897959232330322,123.0,2.6796,123.05,1d,1d,4,2d,1d,2m,1d,1d,0.7805,2m,0.7634,1d,0.8538,1d,0.8521,2m,0.8484,1d,0.8528,1d,0.8607
056BB1EDF5E80113,Galcher Lustwerk,In the Place,126.0,126.0,0.0,0.05,126.0,,True,126,126.0,1.0,126.01,2.9104,126.05,2d,2d,4,11m,2d,2d,2d,2d,0.7433,3m,0.5663,2d,0.8027,2d,0.8279,2d,0.8182,2d,0.7732,2d,0.7097
BA5EAC90BC085B11,Larry Heard & Mr. White,The Sun Can't Compare (Long Version),128.0,128.0,0.0,0.03,128.0,,True,128,127.98483276367188,0.8787878751754761,128.01,3.417,128.0,1d,1d,4,2m,1d,1m,1d,1d,0.7758,10m,0.5744,1d,0.7966,1d,0.8261,1d,0.8308,1d,0.7522,1d,0.6535
3ECA64B01BFE8FC3,DJ Koze,Mariposa,124.0,124.0,0.0,41.32,124.01,,True,124,124.0,1.0,123.99,1.5802,82.69,4m,4m,3,5m,4m,4m,4m,5m,0.7791,4m,0.8013,4m,0.7721,4m,0.7168,5m,0.7882,4d,0.8008,4m,0.8432
BCF4FFC5EFDDC171,Aluna & KAYTRANADA,The Recipe (Bella Boo Remix),125.99,125.99,0.0,2.2,126.0,,True,126,125.9739761352539,0.979899525642395,123.85,2.5177,126.05,9m,9m,3,11m,9m,10m,9m,9m,0.8875,9m,0.873,9m,0.9086,9m,0.8683,9m,0.7938,9m,0.7249,9m,0.948
9E3B1EA114B67B7F,DJ Koze,Hicc Up,124.52,124.52,0.0,0.99,124.52,,False,125,124.51512145996094,0.8586387634277344,123.54,1.3765,124.53,11m,11m,3,11m,11m,1m,11m,11m,0.7456,11m,0.7799,11m,0.7235,11m,0.7094,11m,0.7713,12d,0.6215,11m,0.7907
C0F213BCA151C676,Tony Lionni,Found a Place,124.62,124.62,0.0,0.78,124.74,,True,125,124.71226501464844,0.9685864448547363,123.96,2.6694,124.53,11m,11m,3,11m,11m,10m,11m,11m,0.7732,11m,0.7945,12d,0.8374,12d,0.779,11m,0.7891,11d,0.7493,11d,0.8945
C8F38A78EF8E1ADC,Morning Factory,Diane's Love,116.06,116.06,0.0,0.76,116.0,,True,116,115.99856567382812,0.964285671710968,116.76,3.0943,116.13,2m,2m,3,3m,2m,2m,2m,2m,0.8338,2m,0.8023,2m,0.7977,2m,0.7764,2m,0.838,1d,0.7898,1d,0.8698
465947DADD362158,Keinemusik feat. Nomi Ruiz,Pussy Power,123.89,123.89,0.0,0.44,124.0,,True,124,124.0,1.0,123.56,2.4584,123.78,1m,1m,3,1m,1m,1m,1m,1m,0.8252,1m,0.8614,1m,0.7903,12d,0.752,1m,0.9073,12d,0.7866,12d,0.8546
CABF37CC5173999D,Weval,ON (Extended Version),123.89,123.89,0.0,0.44,124.0,,True,124,124.0025405883789,0.953125,123.56,1.6786,123.78,7m,7m,3,7m,7m,7m,7m,7m,0.8155,7m,0.8381,6m,0.8145,7d,0.732,7m,0.8694,6d,0.8909,6d,0.9404
8FAC2CC8F72BCE4E,Genius Of Time,Peace Bird,123.89,123.89,0.0,0.43,124.0,,True,124,124.0025405883789,0.9899497628211975,123.57,2.5787,123.78,10m,10m,3,11m,10m,10m,10m,10m,0.8538,10m,0.8213,10m,0.9009,10m,0.8455,11m,0.7631,11d,0.6595,10m,0.8792
C2D86B04CA43F2F0,Caribou,Julia Brightly,140.0,140.0,0.0,0.33,140.0,,True,140,140.0,1.0,139.99,2.2974,139.67,2d,2d,3,2d,2d,2d,2d,2d,0.9068,11m,0.6287,2d,0.9638,2d,0.9345,2d,0.8974,2d,0.8038,2d,0.85
80A9B2ECA6354653,Lauer feat. Dena,Make It Stay (Boris Dlugosch Remix),122.0,122.0,0.0,0.33,122.0,,True,122,121.99169921875,0.9685864448547363,122.01,3.2493,122.32,1d,1d,3,1d,1d,1d,1d,1d,0.9677,10m,0.6807,1d,0.9757,1d,0.992,1d,0.9831,1d,0.872,1d,0.8116
F8432D5DF2C13766,Roy Of The Ravers,Emotinium (Roy Of The Ravers Secret Mix),127.07,127.07,0.0,0.3,127.1,,False,127,127.11739349365234,0.8666666746139526,127.04,1.7053,126.82,9m,9m,3,9m,8d,9m,9m,9d,0.7752,9m,0.7807,8d,0.8375,8d,0.8381,9m,0.8716,9d,0.8128,8d,0.872
D8F8531EF1F82D4C,Asa Tate / Tech Support,Friends,125.01,125.01,0.0,0.29,125.0,,True,125,124.98825073242188,0.953125,125.02,3.0576,125.28,7d,7d,3,7m,7d,7m,7d,6m,0.7725,6m,0.8088,7d,0.8258,7d,0.7649,7d,0.8032,7d,0.8338,6d,0.9025
07E79E43BE084C3A,Marshall Jefferson & Noosa Heads,Mushrooms (Justin Martin Mix),125.02,125.02,0.0,0.28,125.0,,True,125,125.0,0.9949748516082764,125.03,2.5361,125.28,4d,4d,3,5m,4d,5m,4d,4d,0.6755,5m,0.6946,4d,0.7298,4d,0.7196,4d,0.7457,4d,0.7511,4d,0.6616
4B7BCE101F0C5705,Róisín Murphy,What Not To Do,148.88,148.88,0.0,0.28,149.0,,False,149,149.0,1.0,148.75,1.3164,74.36,12m,12m,3,12m,12m,11d,12m,12m,0.755,12m,0.7782,12d,0.7787,12d,0.7405,12m,0.8253,11d,0.8323,11d,0.8676
EA7AE05764D345B1,Genius Of Time,Houston We Have A Problem,116.99,116.99,0.0,0.26,117.0,,True,117,116.98428344726562,0.8810810446739197,117.05,3.1109,116.79,3d,3d,3,3d,3d,6m,3d,3d,0.7725,3m,0.5597,3d,0.7844,3d,0.7491,3d,0.7984,3d,0.7963,3d,0.7937
DBAB55A461013181,Robag Wruhme,Tulpa Ovi,120.0,120.0,0.0,0.24,120.0,,False,120,120.0,1.0,119.95,1.7394,120.19,2d,2d,3,2d,2d,1m,2d,2d,0.8003,2m,0.7477,2d,0.852,2d,0.8288,2d,0.831,1d,0.7983,1d,0.8644
762C4C36E5998609,Max von Sternberg,Moving (Sofia Kourtesis Remix),123.99,123.99,0.0,0.22,124.0,,True,124,124.0025405883789,0.9900000095367432,123.98,2.507,123.78,2d,2d,3,1m,2d,2m,2d,2d,0.7578,2m,0.6402,2d,0.7904,2d,0.7783,2d,0.7858,1d,0.7116,1d,0.7619
B74337E32768F98F,AQUARIUS HEAVEN,Universe,119.99,119.99,0.0,0.22,120.0,,True,120,119.98084259033203,0.9062499403953552,120.06,1.7374,119.84,3m,3m,3,3m,3m,2m,3m,3m,0.755,3m,0.8286,3d,0.7807,3d,0.7686,3m,0.8628,2d,0.6985,2d,0.7557
BDFB1DC0652CF4C9,Daniel Bortz,Wohin Willst Du?,120.0,120.0,0.0,0.21,120.0,,True,120,119.98084259033203,0.9899497628211975,119.99,2.5205,120.19,11m,11m,3,12m,11m,12m,11m,11m,0.7599,11m,0.7692,11m,0.8138,12m,0.7161,11m,0.753,11d,0.8169,11m,0.8778
1BFEE25686980D5E,Round,Lucky Star,116.99,116.99,0.0,0.21,117.0,,True,117,116.98428344726562,0.9521276354789734,117.0,2.8165,116.79,11d,11d,3,12m,11d,11m,11d,12m,0.7897,11m,0.8066,11m,0.8163,11d,0.744,12m,0.82,11d,0.8843,11d,0.9353
87E8CF8A567FA307,Luca Musto,Word,114.0,114.0,0.0,0.21,114.0,,True,114,114.0,1.0,114.0,2.4755,114.21,5m,5m,3,5m,5m,5m,5m,5m,0.9472,5m,0.9077,5m,0.9167,5m,0.9751,8d,0.8316,5m,0.6435,5m,0.8451
6E4FD35EE54F13DE,Superpitcher feat. Fantastic Twins,Brothers,119.0,119.0,0.0,0.21,119.0,,True,119,118.99513244628906,0.9793814420700073,119.01,3.6905,118.8,10d,10d,3,11m,10d,11m,10d,10d,0.7811,11m,0.7446,10d,0.86,10d,0.8631,10d,0.8619,10d,0.8642,10d,0.8756
382005B23C1D7E9F,DJ Koze feat. Eddie Fummler,Moving in a Liquid,118.0,118.0,0.0,0.21,118.0,,False,118,118.0,1.0,117.91,1.7809,118.12,6m,6m,3,7m,6m,8d,6m,6m,0.9094,6m,0.8949,6m,0.8796,6m,0.8905,6m,0.8338,6d,0.6628,6m,0.8993
C2AACE85F0F1733A,Lake People,Point In Time,120.0,120.0,0.0,0.21,120.0,,True,120,119.98084259033203,0.989847719669342,120.01,3.1263,120.19,5m,5m,3,5m,5m,4d,5m,5m,0.851,5m,0.8761,5m,0.799,5m,0.7676,5m,0.9099,4d,0.7685,4d,0.7456
53887FE8DE3E61C9,Jamie xx feat. Romy,Loud Places,108.91,108.91,0.0,0.2,109.0,,False,109,108.98030090332031,0.9438202381134033,108.83,2.597,108.8,7d,7d,3,7d,7d,6m,7d,7d,0.8008,6m,0.7682,7d,0.8415,7d,0.8105,7d,0.7753,7d,0.715,6d,0.8714
DC02BB77C8212A52,The Invisible feat. Connan Mockasin,K Town Sunset (Tee Mango Summer Daze Revision),119.0,119.0,0.0,0.2,119.0,,True,119,118.99513244628906,0.9900000095367432,119.0,2.9931,118.8,12m,12m,3,11m,12m,11m,12m,12m,0.8615,12m,0.8311,12m,0.8614,12m,0.8198,12m,0.7703,12d,0.6185,11m,0.8898
4F97745F1350A7F2,Keinemusik feat. Ali Love,Confusion,120.0,120.0,0.0,0.19,120.0,,True,120,120.0,1.0,120.01,2.5879,120.19,11m,11m,3,11m,11m,10m,11m,11m,0.7706,11m,0.6955,11m,0.7127,11m,0.7845,11m,0.6661,10d,0.6223,10m,0.7175
0002F679BA418CAA,Galcher Lustwerk,Put On,121.55,121.55,0.0,0.19,121.5,,True,122,121.5,1.0,121.69,3.2398,121.6,2d,2d,3,3m,2d,3m,2d,2d,0.6659,3m,0.6458,2d,0.8062,2d,0.7363,2d,0.7553,2d,0.8182,2d,0.8373
8CFE13D333589EAA,Osunlade,Dionne,120.01,120.01,0.0,0.19,120.0,,True,120,120.02027130126953,0.9949748516082764,120.0,3.7199,120.19,11m,11m,3,12m,11m,11m,11m,11m,0.8369,11m,0.8347,11m,0.8697,11m,0.8372,12m,0.7742,12m,0.7627,11m,0.8834
C5F31F7C9A24426C,Map.ache,Thank U Again,127.0,127.0,0.0,0.18,127.0,,True,127,126.99910736083984,1.0,127.0,2.7049,126.82,6m,6m,3,5m,6m,5m,6m,6m,0.8572,6m,0.8274,6m,0.8385,6m,0.8301,6m,0.8083,6m,0.7548,5m,0.8378
F00223D6C6B750AB,Jitwam,Whereyougonnago?,118.0,118.0,0.0,0.15,118.0,,False,118,118.00941467285156,0.9794871807098389,117.97,2.9595,118.12,11m,11m,3,12m,11m,11m,11m,11m,0.8193,11m,0.7928,11m,0.8426,11m,0.8057,11m,0.7625,12d,0.6729,12d,0.7841
6F6245FE2326FC93,"Jamie xx, Romy & Oliver Sim",Waited All Night,135.99,135.99,0.0,0.12,136.0,,True,136,135.98880004882812,0.6310160756111145,135.88,1.2621,136.0,1d,1d,3,2m,1d,2m,1d,1d,0.8147,2m,0.5711,1d,0.8358,1d,0.8783,1d,0.8811,1d,0.7962,1d,0.7656
B77B6DFBB8A700C9,Lawrence,Glow,121.0,121.0,0.0,0.12,121.0,,True,121,121.0,1.0,121.01,3.3262,120.89,11m,11m,3,12m,11m,12m,11m,11m,0.7749,11m,0.7935,11m,0.8271,11m,0.7639,11m,0.7659,12m,0.7131,11m,0.8454
67FBE81F34F2ABF3,not even noticed,Affected,135.01,135.01,0.0,0.11,135.0,,True,135,135.00308227539062,0.8984771370887756,135.02,3.207,135.11,1m,1m,3,2m,1m,1m,1m,2m,0.775,1m,0.7699,1m,0.8047,2m,0.7109,1m,0.7797,1d,0.9055,1d,0.8632
15AAF9129E9097D9,KARO,Come on and do it (Nachtiville Opening 2023),130.01,130.01,0.0,0.11,130.0,,True,130,130.11395263671875,0.875,130.02,1.2691,130.01,12m,12m,3,1m,12m,1m,12m,12m,0.91,12m,0.875,12m,0.9196,12m,0.9197,12m,0.8275,1m,0.6747,12m,0.812
D356A356573B80DF,Dominik Eulberg & Essay,Dream Machine,123.01,123.01,0.0,0.1,123.0,,True,123,123.01683044433594,0.9796954393386841,122.95,1.3724,123.05,12d,12d,3,12d,12d,12d,12d,12d,0.9265,9m,0.6721,12d,0.9333,12d,0.9326,12d,0.8963,12d,0.7988,12d,0.8196
AD1AD9612533B0CC,Lauer,Antinat,122.99,122.99,0.0,0.07,123.0,,True,123,122.97740936279297,0.9949748516082764,122.98,2.9912,123.05,1d,1d,3,1d,1d,1d,1d,1d,0.924,10m,0.629,1d,0.9405,1d,0.9255,1d,0.9621,1d,0.9178,1d,0.8577
0062C12EBBD5ECA8,Roman Flügel,How To Spread Lies,123.0,123.0,0.0,0.06,123.0,,True,123,123.0,1.0,122.99,3.1239,123.05,7m,7m,3,7m,7m,7m,7m,7m,0.8068,7m,0.8256,7m,0.8048,7m,0.7685,8d,0.7574,8d,0.7649,8d,0.8853
1488CC99DFD56341,Guti,We Shall Overcome,123.0,123.0,0.0,0.06,123.0,,True,123,123.0,1.0,122.99,2.4698,123.05,10m,10m,3,11m,10m,10m,10m,10m,0.8094,11m,0.8226,10m,0.8144,10m,0.7743,11m,0.8311,10d,0.7616,10d,0.8003
6C5D034AB472774F,Andre Lodemann,Where Are You Now,126.01,126.01,0.0,0.05,126.0,,True,126,126.01339721679688,0.9847716093063354,126.0,3.2511,126.05,9m,9m,3,8m,9m,9m,9m,9m,0.8344,9m,0.7731,9m,0.815,9m,0.8266,9m,0.7444,8d,0.6178,8m,0.8355
DF5BAB509EB6AB86,Galcher Lustwerk,Enterprise,123.8,123.8,0.0,0.05,123.83,,False,124,123.80000305175781,1.0,123.79,2.6727,123.78,5m,5m,3,5m,5m,5m,5m,5m,0.8671,5m,0.8555,4m,0.8179,5m,0.8046,5m,0.8587,4d,0.8094,4m,0.8307
27D894143F9508AB,Axel Boman,The Best Ever Made Ever,126.03,126.03,0.0,0.05,126.0,,True,126,126.01339721679688,0.8814433217048645,126.04,2.146,126.05,4d,4d,3,4d,4d,1m,4d,4d,0.9088,4m,0.6922,4d,0.9356,4d,0.9163,4d,0.9626,4d,0.8989,4d,0.8021
2ABA40573EADB792,Everything But The Girl,Walking Wounded,78.0,78.0,0.0,26.24,78.0,,False,78,78.0,1.0,103.95,1.4813,77.71,5m,5m,2,6m,5m,5m,5m,5m,0.8976,5m,0.8603,5m,0.8927,5m,0.9147,5m,0.8094,6m,0.6506,5m,0.8347
F62F66B68805BDBE,Bostro Pesopeo,Yes,120.03,120.03,0.0,2.37,120.0,,False,120,120.0596923828125,0.7512690424919128,117.82,1.9193,120.19,12d,12d,2,1m,12d,12m,12d,12m,0.7899,12m,0.8362,12d,0.8143,12d,0.7867,1m,0.8086,12d,0.8602,12d,0.9133
EB6BDDD46026E033,Lady Alma,It's House Music,120.0,120.0,0.0,1.79,120.0,,True,120,120.0,1.0,118.4,3.1462,120.19,10d,10d,2,11m,10d,11m,10d,10m,0.8117,10m,0.8731,10d,0.8208,10d,0.7939,10m,0.8596,10d,0.8376,10d,0.9146
D4FB7B4E63E4CE1D,Jürgen Paape,So Weit Wie Noch Nie,119.99,119.99,0.0,1.63,119.99,,True,120,119.98084259033203,0.9850000143051147,118.56,1.4133,120.19,8d,8d,2,8d,8d,9m,8d,8d,0.8299,9m,0.6847,8d,0.879,8d,0.8897,8d,0.9263,8d,0.918,8d,0.8863
EDD5234D8D0E6A4C,Soul Capsule,Lady Science (NYC Sunrise),127.89,127.89,0.0,0.59,127.87,,False,128,127.9000015258789,1.0,128.19,1.7083,127.6,2m,2m,2,2m,2m,2m,2m,2m,0.927,2m,0.9006,2m,0.8764,2m,0.9083,2m,0.8463,1d,0.6752,1m,0.8777
8F70D147B185D9CF,TEE MANGO,Of All The Places Left To Dance (Original Mix),122.16,122.16,0.0,0.49,122.0,,False,122,121.95226287841797,0.847953200340271,122.44,2.2965,122.32,2m,2m,2,2m,2m,2m,2m,2m,0.869,2m,0.8522,2m,0.8001,2m,0.819,2m,0.8719,1d,0.8294,1d,0.7591
F65FD0EC425C3CA1,Westbam feat. Richard Butler,You Need the Drugs,127.99,127.99,0.0,0.41,128.0,,True,128,127.98483276367188,0.9949748516082764,128.01,2.9904,127.6,6m,6m,2,7m,6m,6m,6m,6m,0.8956,6m,0.9022,6m,0.8865,6m,0.9071,6m,0.8207,7m,0.6563,6m,0.8688
7066908E7CEA3A27,Sofia Kourtesis & Daphni,Unidos,133.03,133.03,0.0,0.37,133.0,,True,133,133.03167724609375,0.9322916865348816,133.02,2.5843,133.37,1m,1m,2,2m,1m,2m,1m,1m,0.9085,1m,0.8707,1m,0.9213,1m,0.9192,1m,0.7888,1m,0.688,1m,0.9061
38C524D2E5DB34AB,Midland,Final Credits,133.01,133.01,0.0,0.37,133.0,,True,133,133.0,1.0,133.03,2.9957,133.37,9m,9m,2,9m,9m,9m,9m,9m,0.9253,9m,0.8704,9m,0.8769,9m,0.9353,9m,0.8392,8d,0.5985,8m,0.7364
9DD5530EE9F203AC,Letherette,Langsette,114.01,114.01,0.0,0.35,114.0,,False,114,114.02714538574219,0.801047146320343,113.86,2.7136,114.21,11m,11m,2,11d,11m,11m,11m,11m,0.8876,11m,0.8898,11m,0.8771,11m,0.8094,11m,0.9186,10d,0.8055,10d,0.8412
FF73ED1E1D9E2D51,Ross from Friends,The Daisy,131.98,131.98,0.0,0.33,132.0,,False,132,131.96710205078125,0.7922078371047974,131.99,1.1994,131.67,6m,6m,2,6m,6m,6m,6m,6m,0.7965,6m,0.8298,6m,0.7734,5d,0.7511,6m,0.905,6d,0.7855,5d,0.8241
4E23F5999F4ADA54,Bibio,Lovers Carvings (Catz 'n Dogz Re-edit),122.06,122.06,0.0,0.33,122.0,,False,122,121.99169921875,0.9950000047683716,122.12,2.8848,122.32,9m,9m,2,9m,9m,9m,9m,9m,0.7283,9m,0.7961,9m,0.698,9d,0.6857,9m,0.8969,8d,0.7337,8d,0.6971
9ED9213664B23254,Moderat,EASY PREY,138.0,138.0,0.0,0.31,138.0,,True,138,138.0,1.0,138.12,2.7661,137.81,11m,11m,2,11d,11m,11m,11m,11m,0.8773,11m,0.9105,11m,0.85,11m,0.7691,11m,0.9328,10d,0.7906,10d,0.8809
38BA7B097FF2D34F,Kiasmos,Blurred (Bonobo Remix),125.0,125.0,0.0,0.29,125.0,,False,125,124.98825073242188,0.9578947424888611,125.0,1.9262,125.28,5m,5m,2,5m,5m,5m,5m,5m,0.8683,5m,0.8962,5m,0.8302,5m,0.7713,5m,0.9423,4d,0.8277,4d,0.8443
520C6A3A56367859,Weval,Something,84.98,84.98,0.0,0.29,85.0,,True,85,85.0077896118164,0.8263157606124878,84.97,2.3919,84.72,2m,2m,2,2m,2m,2m,2m,2m,0.8673,2m,0.896,2m,0.8193,2m,0.7768,2m,0.9422,1d,0.7977,1d,0.8231
E6F780AAFA6BE763,Albion,Air (Oliver Lieb Remix) Remastered,137.14,137.14,0.0,0.27,137.16,,False,137,137.17166137695312,0.8852458596229553,137.13,2.2942,136.9,1m,1m,2,1m,1m,1m,1m,1m,0.9259,1m,0.9033,1m,0.9071,1m,0.8967,1m,0.9063,12d,0.712,12m,0.7624
822EBDC8F5ED6091,Mario & Vidis feat. Ernesto,Changed,122.89,122.89,0.0,0.27,122.9,,False,123,122.78025817871094,0.9847716093063354,122.88,2.3804,123.05,2m,2m,2,2m,2m,2m,2m,2m,0.7952,2m,0.8311,1m,0.8327,1m,0.8065,2m,0.7917,2d,0.708,2d,0.8699
F025321382DA4E81,Fango,Betta,119.99,119.99,0.0,0.24,120.0,,True,120,119.98084259033203,0.9646464586257935,119.95,1.5808,120.19,11m,11m,2,11m,11m,11m,11m,11m,0.9288,11m,0.9162,11m,0.8856,11m,0.8664,11m,0.9111,10d,0.7472,10d,0.8302
F237F4D63AAEF7A0,Aleksandir,Dreams,119.0,119.0,0.0,0.24,119.0,,True,119,118.99513244628906,0.8983957767486572,119.04,2.779,118.8,6d,6d,2,6m,6d,7m,6d,7m,0.6998,6m,0.7308,6d,0.7523,6d,0.7336,6d,0.8124,6d,0.8797,6d,0.7672
5A7139B203A4BC30,Zone+,Infinite Galaxy,124.0,124.0,0.0,0.22,124.0,,True,124,124.0025405883789,0.9549999833106995,124.0,2.8844,123.78,11m,11m,2,11m,11m,11m,11m,11m,0.8478,11m,0.8886,11d,0.8149,11d,0.7706,11m,0.9457,10d,0.8419,10d,0.8628
DAB620B71FE46FD6,Superpitcher,Smile It's a New Day,114.0,114.0,0.0,0.22,114.01,,True,114,114.0,1.0,113.99,2.9097,114.21,4m,4m,2,4m,4m,4m,4m,4m,0.864,4m,0.7928,4m,0.8325,4m,0.8665,4m,0.7646,3d,0.6842,3m,0.7246
B00F23DB080BF7F0,Axel Boman,Purple Drank,119.0,119.0,0.0,0.21,119.0,,True,119,118.99513244628906,1.0,119.01,2.4311,118.8,3m,3m,2,3m,3m,3m,3m,3m,0.9059,3m,0.8857,3m,0.8249,3m,0.8911,3m,0.8793,2d,0.6156,2d,0.6584
0055EA86F7078C36,Grauzone,Eisbär,129.36,129.36,0.0,0.2,129.4,,False,129,129.3253936767578,0.9746193289756775,129.39,1.9747,129.2,4m,4m,2,4m,4m,4m,4m,4m,0.903,4m,0.9091,4m,0.8444,4m,0.8668,4m,0.8675,3d,0.5715,3m,0.7769
3C9A69D363D15BC0,Keinemusik feat. Sofie,Discoteca Dub,120.0,120.0,0.0,0.19,120.0,,True,120,120.0,1.0,120.01,3.0362,120.19,5m,5m,2,5m,5m,4m,5m,5m,0.7909,5m,0.7761,5m,0.7718,5m,0.753,5m,0.7335,5m,0.7771,4m,0.6953
9238FFD03190C9BD,Keinemusik feat. Nomi Ruiz,Bumper,120.01,120.01,0.0,0.19,120.0,,True,120,120.0,1.0,120.02,2.2726,120.19,1m,1m,2,1m,1m,1m,1m,1m,0.8947,1m,0.8966,1m,0.9024,1m,0.8146,1m,0.9246,12d,0.7717,12m,0.8611
DF2ADE8C94D51A02,upper class,SIX MILLION,120.0,120.0,0.0,0.19,120.0,,True,120,120.0,1.0,120.0,1.7981,120.19,12m,12m,2,12m,12m,12m,12m,12m,0.9482,12m,0.9391,12m,0.9017,12m,0.9029,12m,0.9091,11d,0.7131,11m,0.8287
D23C23CABEB5894F,Fort Romeau,Secrets & Lies,120.03,120.03,0.0,0.19,120.0,,True,120,120.02027130126953,0.9583333134651184,120.04,2.0949,120.19,11m,11m,2,11m,11m,11m,11m,11m,0.8801,11m,0.8938,11m,0.8468,11m,0.8055,11m,0.933,10d,0.8217,10d,0.7904
9390368920ED7093,Yoko Duo,Blowfish (Lake People Remix),114.96,114.96,0.0,0.16,115.0,,True,115,115.0,1.0,114.92,2.9363,114.84,4m,4m,2,4m,4m,4m,4m,4m,0.7849,4m,0.7291,4m,0.7822,4m,0.7666,4m,0.6846,3d,0.6528,3m,0.7767
