apple_music_id,edma_key,edma_strength,edmm_key,edmm_strength,bgate_key,bgate_strength,shaath_key,shaath_strength,braw_key,braw_strength,temperley_key,temperley_strength,noland_key,noland_strength
2752566272739476218,Key 11m,0.8418,Key 11m,0.8868,Key 11d,0.8691,Key 11m,0.9029,Key 11d,0.8187,Key 11d,0.9073,Key 11d,0.9378
2760188559169668541,Key 12m,0.9356,Key 12m,0.9518,Key 12m,0.901,Key 12m,0.9156,Key 12m,0.8774,Key 12d,0.7679,Key 12m,0.857
2765481004266052142,Key 3d,0.9396,Key 3m,0.6726,Key 3d,0.9608,Key 3d,0.9725,Key 3d,0.9581,Key 3d,0.8957,Key 2d,0.8495
2766108957433184639,Key 2m,0.9596,Key 2m,0.9402,Key 2m,0.9251,Key 2m,0.9286,Key 2m,0.9388,Key 2m,0.7218,Key 2m,0.786
2782126565424630843,Key 6m,0.8909,Key 6m,0.8981,Key 6m,0.8201,Key 6m,0.8512,Key 6m,0.8703,Key 6m,0.7027,Key 6m,0.769
2806550742744706258,Key 7m,0.8602,Key 7m,0.8875,Key 7m,0.8828,Key 7m,0.8772,Key 7m,0.7713,Key 7m,0.7479,Key 6m,0.8511
2871207577135679659,Key 4d,0.9088,Key 4m,0.6922,Key 4d,0.9356,Key 4d,0.9626,Key 4d,0.9163,Key 4d,0.8989,Key 4d,0.8021
2993616516544629278,Key 9m,0.8543,Key 9m,0.8877,Key 9m,0.8511,Key 9m,0.8574,Key 9m,0.78,Key 9d,0.8159,Key 9d,0.8948
3078844038719059858,Key 5m,0.8976,Key 5m,0.8603,Key 5m,0.8927,Key 5m,0.8094,Key 5m,0.9147,Key 6m,0.6506,Key 5m,0.8347
3105079538647935745,Key 8m,0.6749,Key 8m,0.624,Key 8m,0.722,Key 8m,0.6332,Key 8m,0.6712,Key 8d,0.5,Key 7m,0.6233
3157503393842217991,Key 4m,0.9677,Key 4m,0.9452,Key 4m,0.9312,Key 4m,0.9209,Key 4m,0.9417,Key 4m,0.7437,Key 4m,0.7908
3158038207137506225,Key 1d,0.8675,Key 1m,0.7303,Key 1d,0.8928,Key 1d,0.9466,Key 1d,0.8969,Key 1d,0.891,Key 1d,0.7965
3180973923610614492,Key 9d,0.6519,Key 9m,0.5845,Key 9d,0.6158,Key 9d,0.6562,Key 9d,0.6792,Key 9m,0.5047,Key 8d,0.4588
3254338874554366955,Key 12d,0.8277,Key 1m,0.7131,Key 12d,0.8546,Key 12d,0.8719,Key 12d,0.8767,Key 12d,0.843,Key 12d,0.7937
3289017514970844315,Key 1m,0.8021,Key 1m,0.8618,Key 1d,0.8819,Key 1d,0.9049,Key 1d,0.8671,Key 1d,0.8904,Key 1d,0.8883
3321866976242804566,Key 7m,0.8529,Key 7m,0.8702,Key 7m,0.8848,Key 7m,0.8582,Key 7m,0.7929,Key 7d,0.8686,Key 7m,0.9155
3364475017115294024,Key 9m,0.9801,Key 9m,0.9476,Key 9m,0.9786,Key 9m,0.8958,Key 9m,0.9795,Key 9m,0.708,Key 9m,0.8611
3439199725015269212,Key 10m,0.8593,Key 10m,0.8803,Key 10m,0.8725,Key 10m,0.8442,Key 10m,0.8098,Key 10d,0.7886,Key 10m,0.8851
3444849648932737616,Key 2m,0.8912,Key 2m,0.8367,Key 2m,0.848,Key 2m,0.801,Key 2m,0.899,Key 2m,0.6979,Key 2m,0.7101
3472006066853710211,Key 12m,0.7563,Key 12m,0.78,Key 12m,0.7394,Key 12m,0.7232,Key 12m,0.7531,Key 1m,0.6477,Key 1d,0.6713
3593557186480901802,Key 3m,0.7777,Key 3m,0.7509,Key 3m,0.726,Key 3m,0.7494,Key 3m,0.7637,Key 4m,0.5721,Key 3m,0.5178
3860487780319754642,Key 1d,0.9395,Key 10m,0.638,Key 1d,0.943,Key 1d,0.9599,Key 1d,0.9505,Key 1d,0.8708,Key 12d,0.8359
3881143946558082442,Key 3m,0.861,Key 3m,0.8533,Key 3m,0.8713,Key 3m,0.8406,Key 3m,0.8032,Key 3d,0.8019,Key 3m,0.9146
3890875623303360691,Key 1d,0.8677,Key 2m,0.5726,Key 1d,0.9116,Key 1d,0.9441,Key 1d,0.9062,Key 1d,0.8892,Key 1d,0.8179
4044238728449588895,Key 6m,0.9094,Key 6m,0.8949,Key 6m,0.8796,Key 6m,0.8338,Key 6m,0.8905,Key 6d,0.6628,Key 6m,0.8993
4087714892523688783,Key 5m,0.8683,Key 5m,0.8962,Key 5m,0.8302,Key 5m,0.9423,Key 5m,0.7713,Key 4d,0.8277,Key 4d,0.8443
4090716324754044075,Key 9m,0.9253,Key 9m,0.8704,Key 9m,0.8769,Key 9m,0.8392,Key 9m,0.9353,Key 8d,0.5985,Key 8m,0.7364
4159827274565712762,Key 9m,0.8294,Key 9m,0.8523,Key 9m,0.8257,Key 9m,0.8181,Key 9m,0.7738,Key 9d,0.7315,Key 9m,0.8986
4298111262647520189,Key 3m,0.8542,Key 3m,0.8498,Key 3m,0.8555,Key 3m,0.7814,Key 3m,0.8099,Key 3m,0.7691,Key 3m,0.9115
4366919145322798016,Key 5m,0.7909,Key 5m,0.7761,Key 5m,0.7718,Key 5m,0.7335,Key 5m,0.753,Key 5m,0.7771,Key 4m,0.6953
4396813399298079035,Key 3m,0.9624,Key 3m,0.9277,Key 3m,0.8963,Key 3m,0.8609,Key 3m,0.9771,Key 3m,0.6216,Key 3m,0.7871
4454297499437696632,Key 1m,0.7391,Key 1m,0.7833,Key 1d,0.8416,Key 1d,0.8546,Key 1d,0.8027,Key 1d,0.9536,Key 1d,0.9476
4492187744495502467,Key 11m,0.956,Key 11m,0.9185,Key 11m,0.9049,Key 11m,0.8671,Key 11m,0.9768,Key 11m,0.675,Key 11m,0.7455
4524539483193774019,Key 5m,0.7791,Key 4m,0.8013,Key 4m,0.7721,Key 5m,0.7882,Key 4m,0.7168,Key 4d,0.8008,Key 4m,0.8432
4553529316625210071,Key 9m,0.9607,Key 9m,0.9575,Key 9m,0.9275,Key 9m,0.9082,Key 9m,0.9329,Key 9m,0.7135,Key 9m,0.8938
4568462663572913424,Key 12d,0.7996,Key 12m,0.6149,Key 12d,0.7874,Key 12d,0.8606,Key 12d,0.7669,Key 12d,0.8607,Key 11d,0.7402
4574860205344389846,Key 9m,0.8278,Key 9m,0.8131,Key 9m,0.76,Key 9m,0.8377,Key 9m,0.7582,Key 8d,0.8809,Key 8d,0.8334
4594182945475060106,Key 11m,0.7883,Key 10m,0.7664,Key 10m,0.8041,Key 11m,0.7944,Key 11m,0.7193,Key 10d,0.9025,Key 10d,0.9077
4627446750702679601,Key 11m,0.8769,Key 11m,0.8845,Key 11m,0.9072,Key 11m,0.8393,Key 11m,0.8212,Key 11d,0.836,Key 11m,0.9608
4717166592714641384,Key 2m,0.8606,Key 2m,0.8964,Key 2m,0.8492,Key 2m,0.8981,Key 2m,0.7941,Key 2d,0.8446,Key 2m,0.831
4730276846874544397,Key 1m,0.9392,Key 1m,0.9189,Key 1m,0.8826,Key 1m,0.8761,Key 1m,0.9298,Key 1m,0.7233,Key 1m,0.7864
4819499593723479256,Key 1m,0.9032,Key 1m,0.9203,Key 1m,0.9059,Key 1m,0.9157,Key 1m,0.8369,Key 1d,0.8515,Key 1d,0.8916
4828034881631250974,Key 7d,0.6904,Key 7m,0.7365,Key 7d,0.7684,Key 7d,0.8078,Key 7d,0.7244,Key 7d,0.8609,Key 7d,0.7956
4840770575484896153,Key 1m,0.8263,Key 1m,0.8357,Key 1m,0.813,Key 1m,0.8509,Key 1m,0.7433,Key 12d,0.7999,Key 1m,0.7942
4945362780685598928,Key 9m,0.9005,Key 9m,0.8983,Key 9m,0.8806,Key 9m,0.8294,Key 9m,0.8787,Key 9d,0.7163,Key 9m,0.9169
4965701715304683366,Key 5m,0.9056,Key 5m,0.8796,Key 5m,0.9022,Key 5m,0.7835,Key 5m,0.9227,Key 5d,0.5888,Key 5m,0.8827
4981932679109136640,Key 11m,0.9218,Key 11m,0.9146,Key 11m,0.922,Key 11m,0.8743,Key 11m,0.9007,Key 11m,0.7736,Key 11m,0.9083
5047317770290608666,Key 2m,0.9537,Key 2m,0.9643,Key 2m,0.9077,Key 2m,0.9251,Key 2m,0.9042,Key 2m,0.7536,Key 2m,0.8691
5069161860921958744,Key 1m,0.8252,Key 1m,0.8614,Key 1m,0.7903,Key 1m,0.9073,Key 12d,0.752,Key 12d,0.7866,Key 12d,0.8546
5118930729986298770,Key 12m,0.8244,Key 12m,0.8719,Key 12m,0.752,Key 12m,0.821,Key 12m,0.7966,Key 12d,0.6655,Key 12m,0.7773
5191041441685466742,Key 5m,0.8405,Key 5m,0.8528,Key 5m,0.8368,Key 5m,0.7882,Key 5m,0.809,Key 5m,0.6269,Key 5m,0.7616
5214739254450562305,Key 2m,0.8241,Key 2m,0.8456,Key 2m,0.8299,Key 2m,0.8149,Key 2m,0.7679,Key 2d,0.8033,Key 2d,0.8627
5330771727593657392,Key 10m,0.9407,Key 10m,0.9292,Key 10m,0.9491,Key 10m,0.8698,Key 10m,0.9208,Key 10d,0.7099,Key 10m,0.9056
5359692276108508695,Key 9d,0.8563,Key 9m,0.7262,Key 9d,0.912,Key 9d,0.9491,Key 9d,0.893,Key 9d,0.9468,Key 9d,0.8728
5391908372623741040,Key 3m,0.6366,Key 2m,0.5772,Key 2d,0.6361,Key 2d,0.68,Key 3m,0.6041,Key 2d,0.7987,Key 2d,0.7633
5439167543615706885,Key 12m,0.755,Key 12m,0.7782,Key 12d,0.7787,Key 12m,0.8253,Key 12d,0.7405,Key 11d,0.8323,Key 11d,0.8676
5479791432407886535,Key 7d,0.6314,Key 3m,0.4385,Key 7d,0.6357,Key 7d,0.661,Key 7d,0.6389,Key 7d,0.6678,Key 7d,0.5578
5501887514845528421,Key 8m,0.8264,Key 8m,0.8339,Key 8m,0.8466,Key 8m,0.8335,Key 8m,0.787,Key 8m,0.7639,Key 8m,0.881
5521436990675112239,Key 1m,0.7256,Key 1m,0.799,Key 1d,0.7851,Key 1d,0.8044,Key 1d,0.7781,Key 1d,0.788,Key 1d,0.8251
5558795033755423263,Key 10m,0.6621,Key 9m,0.6695,Key 9m,0.6887,Key 9m,0.6616,Key 10m,0.6988,Key 9m,0.8129,Key 9m,0.7355
5607585844349488110,Key 9d,0.4324,Key 6m,0.3373,Key 9d,0.3956,Key 9d,0.4249,Key 9d,0.3986,Key 10m,0.4325,Key 9d,0.3377
5630613999294536276,Key 9m,0.7283,Key 9m,0.7961,Key 9m,0.698,Key 9m,0.8969,Key 9d,0.6857,Key 8d,0.7337,Key 8d,0.6971
5669735091377355264,Key 4m,0.8569,Key 4m,0.8548,Key 4m,0.8917,Key 4m,0.9059,Key 4m,0.775,Key 4d,0.8334,Key 3d,0.8167
5699899632460125763,Key 1m,0.9002,Key 1m,0.8947,Key 1m,0.9366,Key 1m,0.8688,Key 1m,0.8841,Key 1d,0.7077,Key 1m,0.898
5735180602174384114,Key 11m,0.7706,Key 11m,0.6955,Key 11m,0.7127,Key 11m,0.6661,Key 11m,0.7845,Key 10d,0.6223,Key 10m,0.7175
5740122374999478625,Key 2d,0.8414,Key 11m,0.6975,Key 1d,0.8406,Key 1d,0.8094,Key 11m,0.8094,Key 1d,0.835,Key 12d,0.8535
5768945602863182996,Key 2m,0.9405,Key 2m,0.9447,Key 2m,0.9649,Key 2m,0.9576,Key 2m,0.8855,Key 2d,0.7729,Key 2m,0.8766
5788275709720998986,Key 1m,0.9607,Key 1m,0.9582,Key 1m,0.9469,Key 1m,0.9213,Key 1m,0.9282,Key 1d,0.7187,Key 1m,0.8982
5809681739803299867,Key 1d,0.8839,Key 1m,0.6671,Key 1d,0.9154,Key 1d,0.9694,Key 1d,0.9241,Key 1d,0.913,Key 1d,0.8561
5829529957532178474,Key 4m,0.8186,Key 4m,0.8258,Key 4m,0.8571,Key 4m,0.7992,Key 4m,0.7372,Key 4d,0.7872,Key 4m,0.8922
5855229945939993898,Key 10m,0.8954,Key 10m,0.8913,Key 10m,0.8678,Key 10m,0.8108,Key 10m,0.9119,Key 10m,0.6682,Key 10m,0.808
5912217209617676377,Key 2m,0.8673,Key 2m,0.896,Key 2m,0.8193,Key 2m,0.9422,Key 2m,0.7768,Key 1d,0.7977,Key 1d,0.8231
5924770997137196861,Key 9d,0.8317,Key 9m,0.7111,Key 9d,0.9137,Key 9d,0.9363,Key 9d,0.8814,Key 9d,0.9863,Key 9d,0.9291
5930279757498632622,Key 8m,0.8057,Key 8m,0.8234,Key 8m,0.8247,Key 8m,0.8245,Key 8d,0.7785,Key 8d,0.8355,Key 8d,0.8903
5943131933506696914,Key 9m,0.7657,Key 9m,0.8055,Key 9m,0.6924,Key 9m,0.7567,Key 9m,0.7126,Key 9d,0.6779,Key 9m,0.7591
5962991440939709839,Key 3m,0.7963,Key 3m,0.7935,Key 3m,0.7559,Key 3m,0.815,Key 3m,0.7457,Key 3m,0.6967,Key 2d,0.6524
5966146209662247949,Key 1m,0.7852,Key 1m,0.8408,Key 1d,0.8853,Key 1d,0.8782,Key 1d,0.8496,Key 1d,0.8967,Key 1d,0.9283
6008651176952474001,Key 11m,0.7829,Key 11m,0.7991,Key 12d,0.848,Key 12m,0.7881,Key 12d,0.7727,Key 11d,0.8609,Key 11d,0.9738
6019201540118438345,Key 7d,0.8008,Key 6m,0.7682,Key 7d,0.8415,Key 7d,0.7753,Key 7d,0.8105,Key 7d,0.715,Key 6d,0.8714
6057117848794901314,Key 11m,0.8224,Key 11m,0.8591,Key 11m,0.8158,Key 11m,0.904,Key 11m,0.7206,Key 11d,0.8664,Key 11m,0.8178
6194726207062011312,Key 1m,0.74,Key 1m,0.7362,Key 1m,0.8125,Key 1m,0.6987,Key 1m,0.6699,Key 1d,0.7692,Key 1d,0.8695
6236764911369615890,Key 10m,0.8799,Key 10m,0.8778,Key 10m,0.8705,Key 10m,0.8428,Key 10m,0.8129,Key 10d,0.7567,Key 9m,0.8892
6269445353626103086,Key 3m,0.7054,Key 3m,0.6778,Key 3m,0.7085,Key 3m,0.6741,Key 3m,0.6489,Key 2d,0.5378,Key 2d,0.6297
6274234480791839692,Key 2m,0.8013,Key 2m,0.8595,Key 2d,0.7842,Key 2m,0.9194,Key 2d,0.7696,Key 2m,0.7378,Key 1d,0.7641
6301036291455673116,Key 4m,0.9437,Key 4m,0.9099,Key 4m,0.9426,Key 4m,0.8509,Key 4m,0.9395,Key 4m,0.7927,Key 4m,0.827
6432779646589283066,Key 11m,0.8834,Key 11m,0.9172,Key 11m,0.8803,Key 11m,0.9315,Key 11m,0.7872,Key 11d,0.8849,Key 11m,0.8976
6440472560664382171,Key 10d,0.801,Key 11m,0.6924,Key 10d,0.8707,Key 10d,0.8843,Key 10d,0.8736,Key 10d,0.8779,Key 10d,0.851
6492903485579808714,Key 10m,0.8702,Key 10m,0.9049,Key 10m,0.8463,Key 10m,0.9219,Key 10m,0.7674,Key 9d,0.7762,Key 9d,0.8777
6517053572509908016,Key 11m,0.8478,Key 11m,0.8886,Key 11d,0.8149,Key 11m,0.9457,Key 11d,0.7706,Key 10d,0.8419,Key 10d,0.8628
6529080097303897323,Key 2m,0.8341,Key 2m,0.8205,Key 2m,0.8528,Key 2m,0.7742,Key 2m,0.7724,Key 2d,0.7282,Key 1m,0.9086
6546800634220025499,Key 1m,0.869,Key 1m,0.9003,Key 1m,0.9031,Key 1m,0.8889,Key 1m,0.7855,Key 1d,0.8442,Key 1d,0.9184
6547331519279651004,Key 5m,0.819,Key 5m,0.879,Key 5d,0.8036,Key 5m,0.8858,Key 5d,0.7841,Key 5d,0.762,Key 5d,0.8339
6552260486764636344,Key 4d,0.8232,Key 4m,0.6468,Key 4d,0.8627,Key 4d,0.8709,Key 4d,0.8477,Key 4d,0.8293,Key 4d,0.7918
6602896121908246392,Key 10m,0.8065,Key 10m,0.779,Key 10m,0.8281,Key 10m,0.7322,Key 10m,0.8119,Key 10d,0.5965,Key 10m,0.7364
6669088011983288927,Key 10d,0.8272,Key 10m,0.7901,Key 10d,0.8895,Key 10d,0.9176,Key 10d,0.8821,Key 10d,0.917,Key 10d,0.8687
6687214374290980198,Key 6m,0.8995,Key 6m,0.8847,Key 6m,0.8929,Key 6m,0.8688,Key 6m,0.8744,Key 6m,0.6963,Key 6m,0.7993
6689952212216915215,Key 4m,0.9136,Key 4m,0.9465,Key 4m,0.8802,Key 4m,0.9775,Key 4m,0.8218,Key 4d,0.7749,Key 4m,0.8173
6723342900475309015,Key 1m,0.9509,Key 1m,0.9008,Key 1m,0.915,Key 1m,0.8833,Key 1m,0.958,Key 1m,0.6366,Key 1m,0.732
6766537680350598542,Key 1d,0.7801,Key 1m,0.7633,Key 1d,0.8508,Key 1d,0.8543,Key 1d,0.827,Key 1d,0.8092,Key 1d,0.8769
6814686393328195900,Key 2d,0.6615,Key 12m,0.5769,Key 2d,0.7653,Key 1d,0.6898,Key 2d,0.6548,Key 1d,0.6953,Key 1d,0.7898
6870666305434849186,Key 1m,0.8003,Key 1m,0.8512,Key 1m,0.8583,Key 1m,0.8301,Key 1m,0.7522,Key 1m,0.8693,Key 1m,0.8451
6877959556069690737,Key 9m,0.904,Key 9m,0.9286,Key 9m,0.8947,Key 9m,0.9289,Key 9m,0.8082,Key 9d,0.8214,Key 9d,0.8877
7242406951665744128,Key 1m,0.9553,Key 1m,0.918,Key 1m,0.921,Key 1m,0.8669,Key 1m,0.9508,Key 1m,0.7434,Key 1m,0.7963
7443157208337304765,Key 3d,0.8258,Key 12m,0.7824,Key 12m,0.8198,Key 2d,0.7383,Key 12m,0.8532,Key 2d,0.721,Key 1d,0.7932
7455595247986225063,Key 12m,0.8615,Key 12m,0.8464,Key 12m,0.7956,Key 12m,0.8084,Key 12m,0.8449,Key 12m,0.6673,Key 11m,0.7673
7468507413304770632,Key 2d,0.8957,Key 11m,0.6405,Key 2d,0.8938,Key 2d,0.9022,Key 2d,0.8884,Key 2d,0.8069,Key 1d,0.7876
7492837625790901235,Key 2m,0.775,Key 1m,0.7699,Key 1m,0.8047,Key 1m,0.7797,Key 2m,0.7109,Key 1d,0.9055,Key 1d,0.8632
7555024198712884749,Key 9m,0.9402,Key 9m,0.8974,Key 9m,0.9152,Key 12d,0.8272,Key 9m,0.97,Key 12d,0.6076,Key 9m,0.8132
7652762435644997068,Key 1d,0.7805,Key 2m,0.7634,Key 1d,0.8538,Key 2m,0.8484,Key 1d,0.8521,Key 1d,0.8528,Key 1d,0.8607
7808400948320171855,Key 9m,0.8344,Key 9m,0.7731,Key 9m,0.815,Key 9m,0.7444,Key 9m,0.8266,Key 8d,0.6178,Key 8m,0.8355
7842652361133141950,Key 8m,0.8076,Key 8m,0.7946,Key 8m,0.8417,Key 8m,0.7798,Key 8m,0.763,Key 8d,0.7725,Key 8d,0.8304
7844228642996535804,Key 1m,0.9,Key 1m,0.8693,Key 1m,0.916,Key 1m,0.8047,Key 1m,0.9206,Key 2m,0.6673,Key 1m,0.8218
7865468166400464940,Key 1m,0.8943,Key 1m,0.907,Key 1m,0.8988,Key 1m,0.8556,Key 1m,0.8628,Key 1m,0.7764,Key 1m,0.8955
7902396916514851131,Key 1m,0.8963,Key 1m,0.8909,Key 1m,0.9269,Key 1m,0.8664,Key 1m,0.846,Key 1m,0.7503,Key 1m,0.8837
7941195832775621978,Key 4d,0.3949,Key 5m,0.3781,Key 4d,0.4797,Key 4d,0.4578,Key 4d,0.4301,Key 4d,0.4861,Key 4d,0.3499
7948804271859766238,Key 10d,0.7811,Key 11m,0.7446,Key 10d,0.86,Key 10d,0.8619,Key 10d,0.8631,Key 10d,0.8642,Key 10d,0.8756
7965713780452728433,Key 7m,0.9709,Key 7m,0.9674,Key 7m,0.9515,Key 7m,0.9293,Key 7m,0.9346,Key 7m,0.6878,Key 7m,0.883
8026054443741412499,Key 1d,0.8147,Key 2m,0.5711,Key 1d,0.8358,Key 1d,0.8811,Key 1d,0.8783,Key 1d,0.7962,Key 1d,0.7656
8099319921527896615,Key 1m,0.9085,Key 1m,0.8707,Key 1m,0.9213,Key 1m,0.7888,Key 1m,0.9192,Key 1m,0.688,Key 1m,0.9061
8203824934656792969,Key 1d,0.8809,Key 1m,0.6539,Key 1d,0.9381,Key 1d,0.9173,Key 1d,0.9295,Key 1d,0.888,Key 1d,0.9114
8425534563511774446,Key 1d,0.7844,Key 1m,0.7783,Key 1d,0.8149,Key 1m,0.8704,Key 1d,0.8191,Key 1d,0.7199,Key 12d,0.771
8467776548514602771,Key 9d,0.917,Key 6m,0.862,Key 6m,0.8737,Key 9d,0.8029,Key 6m,0.9193,Key 9d,0.6254,Key 6m,0.9
8512659358000451275,Key 3m,0.7625,Key 3m,0.7492,Key 3m,0.6798,Key 3m,0.7224,Key 3m,0.7401,Key 3m,0.5963,Key 3m,0.4932
8515264794114754057,Key 2d,0.7578,Key 2m,0.6402,Key 2d,0.7904,Key 2d,0.7858,Key 2d,0.7783,Key 1d,0.7116,Key 1d,0.7619
8637315364145261260,Key 9d,0.7923,Key 7m,0.6808,Key 9d,0.7923,Key 9d,0.7069,Key 6m,0.7718,Key 8d,0.7248,Key 7d,0.8419
8661342935565749384,Key 4m,0.9233,Key 4m,0.9055,Key 4m,0.9456,Key 4m,0.8778,Key 4m,0.9161,Key 5m,0.6611,Key 4m,0.8493
8669397470592995192,Key 1m,0.9242,Key 1m,0.9403,Key 1m,0.9287,Key 1m,0.9366,Key 1m,0.8511,Key 1d,0.8159,Key 1m,0.8984
8717684724607093260,Key 9d,0.974,Key 6m,0.6825,Key 9d,0.972,Key 9d,0.9874,Key 9d,0.9927,Key 9d,0.8831,Key 9d,0.8081
8786674993895568321,Key 1m,0.8073,Key 1m,0.8558,Key 1d,0.8543,Key 1m,0.8469,Key 1d,0.8193,Key 1d,0.8493,Key 1d,0.9391
8851685406071830180,Key 4m,0.9154,Key 4m,0.9419,Key 4m,0.8809,Key 4m,0.9676,Key 4m,0.8421,Key 4d,0.7442,Key 4m,0.7701
8986200716704961337,Key 2d,0.7676,Key 2m,0.8033,Key 2d,0.8221,Key 2d,0.8804,Key 2d,0.7982,Key 2d,0.8827,Key 2d,0.7743
8986230555104447322,Key 10d,0.5662,Key 6m,0.4933,Key 6m,0.5865,Key 10d,0.5607,Key 10d,0.5591,Key 6m,0.6287,Key 6m,0.4677
9018061109031782142,Key 1m,0.8307,Key 1m,0.8663,Key 1m,0.8117,Key 1m,0.8637,Key 1m,0.7618,Key 1d,0.7941,Key 1m,0.8284
9027458705835969712,Key 3d,0.8815,Key 12m,0.7704,Key 3d,0.8145,Key 3d,0.7696,Key 12m,0.9222,Key 3d,0.5142,Key 12m,0.6112
9165839730472662481,Key 11m,0.959,Key 11m,0.947,Key 11m,0.9443,Key 11m,0.9149,Key 11m,0.9387,Key 11m,0.7596,Key 11m,0.8524
9167271617025027039,Key 1m,0.7826,Key 1m,0.8626,Key 1d,0.7702,Key 1m,0.9041,Key 1d,0.7892,Key 1d,0.7337,Key 1m,0.7552
