apple_music_id,artist,name,key,bpm,djay_bpm,djay_manual_bpm,apple_music_bpm,djay_am_bpm_diff,open_key,essentia_key,comment,key_diff
BBE9727E4AD570C5,Fred again..,Bleu (better with time),,122.0,122.0,,122,0.0,Key 6d,Key 6d,Key 6m,0
76230A9587858ECB,Guti,Patio de juegos,,122.0,122.0,,122,0.0,Key 3m,Key 3m,Key 3m,0
1B657917DDE8715F,Guy Gerber,What To Do (&ME Remix),,122.0,122.0,,122,0.0,Key 10m,Key 10m,Key 10m,0
2FCE90810D43D250,Keinemusik,What You Expected,,122.0,122.0,,122,0.0,Key 2m,Key 2m,Key 2m,0
80A9B2ECA6354653,Lauer feat. Dena,Make It Stay (Boris Dlugosch Remix),,122.0,122.0,,122,0.0,Key 1d,Key 1d,Key 1d,0
F451BE37AF8B29B0,Maceo Plex,Your Style (Maceo Plex Re-visit),,122.0,122.0,,122,0.0,Key 9m,Key 9m,Key 9m,0
CA00063A89738F0F,Robag Wruhme,Venq Tolep (Hit Club Version),,122.0,122.0,,122,0.0,Key 2d,Key 2d,Key 2d,0
3F3162C9AFC5DAD7,Sofia Kourtesis,By Your Side,,122.0,122.0,,122,0.0,Key 9m,Key 9m,Key 9m,0
971C7032A4AFEEF3,Sofia Kourtesis,Si Te Portas Bonito,,122.0,122.0,,122,0.0,Key 4m,Key 4m,Key 4m,0
8F70D147B185D9CF,TEE MANGO,Of All The Places Left To Dance (Original Mix),,122.0,122.0,,122,0.0,Key 2m,Key 2m,Key 2m,0
4EAEF206AC1D3A00,Ada,Faith,,125.0,125.0,,125,0.0,Key 4m,Key 4m,Key 4m,0
D0E6FA29DAF01D26,Agoria,Dust,,123.98,123.98,,124,-0.02,Key 10m,Key 10m,Key 10m,0
E6F780AAFA6BE763,Albion,Air (Oliver Lieb Remix) Remastered,,137.16,137.16,,137,0.16,Key 1m,Key 1m,Key 1m,0
9E9533C576EC74EC,Aphex Twin,Windowlicker,,123.0,123.0,,123,0.0,Key 10m,Key 10m,Key 10m,0
D8F8531EF1F82D4C,Asa Tate / Tech Support,Friends,,125.0,125.0,,125,0.0,Key 7m,Key 7d,Key 7m,0
963A3D933E88D59E,AURORA,Some Type Of Skin (Sofia Kourtesis Remix),,127.0,127.0,,127,0.0,Key 10d,Key 10d,Key 10d,0
09A7D03CA9302E8D,Bicep,Celeste,,125.0,125.0,,125,0.0,Key 12d,Key 12m,Key 12m,0
485E79B919CFA501,Bicep,Glue (Original Mix),,130.0,130.0,,130,0.0,Key 2m,Key 2m,Key 2m,0
74ED830B8CE52CEE,Bicep,Opal (Four Tet Remix),,127.0,127.0,,127,0.0,Key 1d,Key 1d,Key 1m,0
F30FD573AA905C49,Blaze,Lovelee Dae (Original),,124.15,124.15,,124,0.15,Key 11m,Key 11m,Key 11m,0
E5EC4C8DDB60F85C,Bonobo feat. O’Flynn,Otomo,,126.0,126.0,,126,0.0,Key 2m,Key 2m,Key 2m,0
52CC025E20F6240D,Caribou,Can't Do Without You,,128.0,128.0,,128,0.0,Key 1d,Key 1d,Key 1m,0
C2D86B04CA43F2F0,Caribou,Julia Brightly,,140.0,140.0,,140,0.0,Key 2d,Key 2d,Key 2d,0
A1E58DC6E59B13D7,Caribou,Never Come Back,,128.0,128.0,,128,0.0,Key 12m,Key 12m,Key 12m,0
49FAB4A481EA5430,Cerrone,Supernature,,123.5,123.5,,123,0.5,Key 10m,Key 10m,Key 10m,0
5ADCCB53D961D8BC,Cinthie,Together (Original),,123.0,123.0,,123,0.0,Key 5m,Key 5d,Key 5d,0
4176BE0601188FE8,Closer Musik,Maria,,124.22,124.22,,124,0.22,Key 2d,Key 2m,Key 2m,0
0145505CEA9F61FF,The Cyclist,Pressing Matters (Robag's Pinvoldex Sull NB),,123.0,123.0,,123,0.0,Key 12m,Key 12d,Key 12m,0
26F2DF07E1682CD2,Daft Punk,Make Love,,133.1,133.1,,133,0.1,Key 7m,Key 7m,Key 7m,0
95ECE6DA1873356A,Dan Ghenacia & Shonky,Close To The Edge (Original Mix),,124.0,124.0,,124,0.0,Key 7m,Key 7m,Key 7m,0
C8BE58D195D42AD0,Daniel Mehlhart,Nebelschwaden,,125.0,125.0,,125,0.0,Key 7m,Key 7m,Key 7m,0
3BA5F56BC7360BBD,Daphni,Cloudy (Kelbin Remix),,134.0,134.0,,134,0.0,Key 3m,Key 3m,Key 3m,0
50E6A69C3634182A,Daphni,Waiting So Long,,133.3,133.3,,133,0.3,Key 4m,Key 4m,Key 4m,0
EB374DC192EA65F1,Daso,Meine,,126.0,126.0,,126,0.0,Key 4m,Key 4m,Key 4m,0
CBC687708500E950,Dinky,Casa (Axel Boman Dub Mix),,124.0,124.0,,124,0.0,Key 7m,Key 7m,Key 7m,0
0216E09610CF651D,DJ Heartstring,BAE,,150.0,150.0,,150,0.0,Key 1m,Key 1m,Key 1m,0
3F66709677E5FD10,DJ Koze,Pick Up,,124.9,124.9,,125,-0.1,Key 12d,Key 12d,Key 12d,0
5141F49D0DFBA52A,DJ Koze,Blume Der Nacht (Original Mix),,123.0,123.0,,123,0.0,Key 10m,Key 10m,Key 10m,0
248D72C9CCB20056,DJ Seinfeld,U (Original Mix),,126.0,126.0,,126,0.0,Key 10d,Key 10d,Key 10d,0
F288C91BA8E4E5E1,Dntel,(This Is) The Dream of Evan and Chan (Superpitcher Kompakt Remix),,127.0,127.0,,127,0.0,Key 9m,Key 9m,Key 9m,0
D356A356573B80DF,Dominik Eulberg & Essay,Dream Machine,,123.0,123.0,,123,0.0,Key 12d,Key 12d,Key 12d,0
5D4E1CBF05F9ABD7,Efdemin,There Will Be Singing (DJ Koze Remix),,124.0,124.0,,124,0.0,Key 1m,Key 1m,Key 1m,0
BDE8DB89E8B52164,Four Tet,Lush,,133.0,133.0,,133,0.0,Key 5d,Key 5m,Key 5m,0
0ABB024F6D478966,Four Tet,Baby,,127.0,127.0,,127,0.0,Key 12m,Key 12m,Key 12m,0
E55678B9533CB189,Fred again..,Tate (How I Feel),,125.1,125.1,,125,0.1,Key 1d,Key 1d,Key 1d,0
26331470FB5B82FA,Fred again..,Delilah (pull me out of this),,134.0,134.0,,134,0.0,Key 11m,Key 11d,Key 11m,0
E88EE00C7D621D56,Fred again..,Danielle (smile on my face),,130.0,130.0,,130,0.0,Key 12m,Key 12d,Key 12d,0
DB44FAAD8317917B,Fred again..,Diana (You Don't Even Know),,123.0,123.0,,123,0.0,Key 12m,Key 12m,Key 12m,0
3593352EB5B1F992,"Fred again.., Obongjayar",adore u,,124.0,124.0,,124,0.0,Key 1d,Key 1d,Key 1d,0
91EB327D3516EA59,Fünf Sterne Deluxe,Schund (Super Flu’s No Champier Mix),,123.0,123.0,,123,0.0,Key 10m,Key 10m,Key 10m,0
6E8BE67AAA519E71,Gabriel Ananda & Maceo Plex,Solitary Daze (Original Mix),,125.0,125.0,,125,0.0,Key 7m,Key 7m,Key 7m,0
DF5BAB509EB6AB86,Galcher Lustwerk,Enterprise,,123.83,123.83,,124,-0.17,Key 5m,Key 5m,Key 5m,0
904959D73E2AB42E,Genius Of Time,Sunswell,,124.0,124.0,,124,0.0,Key 3d,Key 3d,Key 3d,0
7F38B0F7244C2BDF,Gold Panda,Black Voices,,123.0,123.0,,123,0.0,Key 1m,Key 1m,Key 1m,0
C69463D8C96BA3ED,Gorillaz feat. D.R.A.M.,Andromeda (Bonobo Remix),,130.0,130.0,,130,0.0,Key 1m,Key 1m,Key 1m,0
55F816AA0CBBEDB0,Grauzone,Raum (ATA's Extended Mix),,127.0,127.0,,127,0.0,Key 1m,Key 1m,Key 1m,0
0055EA86F7078C36,Grauzone,Eisbär,,129.4,129.4,,129,0.4,Key 4m,Key 4m,Key 4m,0
5F59829A39B08FA2,Guti,All The Girls,,125.0,125.0,,125,0.0,Key 1m,Key 1m,Key 1m,0
17B4330D61A5C815,Isaac Tichauer,Higher Level (Bicep Remix),,123.0,123.0,,123,0.0,Key 11m,Key 11m,Key 11m,0
2DA4F000FFE00C9B,Jamie xx,Far Nearer,,127.0,127.0,,127,0.0,Key 1m,Key 1d,Key 1m,0
253B6E3462FB7E7B,Jasper Tygner,Need You (Extended Edit),,128.0,128.0,,128,0.0,Key 4m,Key 4m,Key 4m,0
ED01A1377BB828D4,Jayda G,Both of Us,,124.0,124.0,,124,0.0,Key 6m,Key 6d,Key 6m,0
07742BC963820C46,Jean Jacques Smoothie,2 People,,130.0,130.0,,130,0.0,Key 3m,Key 3m,Key 3m,0
CD5FECFC9CDE127D,Joeski feat. Jesánte,How Do I Go On,,123.0,123.0,,123,0.0,Key 3m,Key 3m,Key 3m,0
F94EE46059DEC13A,"Joey Negro, Akabu",Another World (Andre Lodemann Mix),,125.0,125.0,,125,0.0,Key 9m,Key 9m,Key 9m,0
0D3736BC4A750E53,Kalyma,Tokyo,,124.0,124.0,,124,0.0,Key 10m,Key 10m,Key 10m,0
524C9604FC6549AE,KARO,Nachti Opening 2023,,129.0,129.0,,129,0.0,Key 8m,Key 8m,Key 8m,0
465947DADD362158,Keinemusik feat. Nomi Ruiz,Pussy Power,,124.0,124.0,,124,0.0,Key 1m,Key 1m,Key 1m,0
38BA7B097FF2D34F,Kiasmos,Blurred (Bonobo Remix),,125.0,125.0,,125,0.0,Key 5m,Key 5m,Key 5m,0
4037FE4D70AB3631,Kings of Tomorrow feat. April,Fall for You (Sandy Rivera's Classic Mix),,123.0,123.0,,123,0.0,Key 11m,Key 11m,Key 11m,0
67779860694F2FA7,Lake People / Llewellyn / Amrint Keen,Cooping - Map.ache Remix,,123.0,123.0,,123,0.0,Key 12m,Key 12m,Key 12m,0
AD1AD9612533B0CC,Lauer,Antinat,,123.0,123.0,,123,0.0,Key 1d,Key 1d,Key 1d,0
E66658C1D3D21605,Luca Albano,Calinda (Francesco Bonora Remix),,125.0,125.0,,125,0.0,Key 10m,Key 10m,Key 10m,0
50A022C2E70C901B,Magnetic Family,Ode,,126.0,126.0,,126,0.0,Key 1d,Key 1d,Key 1d,0
822EBDC8F5ED6091,Mario & Vidis feat. Ernesto,Changed,,122.9,122.9,,123,-0.1,Key 2m,Key 2m,Key 2m,0
5054161723F1344A,Martyn feat. Four Tet,Glassbeadgames,,123.99,123.99,,124,-0.01,Key 1m,Key 1m,Key 1m,0
0B96594B3C795661,Max Cooper feat. Wilderthorn,Volition (Robag Wruhme’s Botnax Caal Remix),,124.0,124.0,,124,0.0,Key 4d,Key 4d,Key 4m,0
C401C466C1868D8C,Maya Jane Coles,Humming Bird (Original Mix),,125.0,125.0,,125,0.0,Key 8m,Key 8m,Key 8m,0
DC08137A23A8469D,Michael Mayer feat. Joe Goddard,For You (DJ Koze Mbira Remix Full Version),,124.0,124.0,,124,0.0,Key 5d,Key 5d,Key 5d,0
38C524D2E5DB34AB,Midland,Final Credits,,133.0,133.0,,133,0.0,Key 9m,Key 9m,Key 9m,0
460BACC52EB03A1A,Midland,Through Motion,,125.0,125.0,,125,0.0,Key 2m,Key 2m,Key 2m,0
9ED9213664B23254,Moderat,EASY PREY,,138.0,138.0,,138,0.0,Key 11d,Key 11m,Key 11m,0
BE8BB320C4206697,Nils Frahm,Familiar (Original Mix),,130.0,130.0,,130,0.0,Key 7m,Key 7m,Key 7m,0
E787A0DD5AA3F688,Nina Simone & HONNE,My Baby Just Cares For Me (HONNE Remix),,126.0,126.0,,126,0.0,Key 11d,Key 11d,Key 11d,0
E869256769BD027D,Panthera Krause,Heppy,,123.0,123.0,,123,0.0,Key 7m,Key 7m,Key 7m,0
FE30DE191A52F53D,Phonique feat. Erlend Øye,For The Time Being,,123.0,123.0,,123,0.0,Key 4m,Key 4m,Key 4m,0
264E28DED667C5BD,Rezident,Echoes,,123.0,123.0,,123,0.0,Key 12m,Key 12m,Key 12m,0
B7495B9A8962DA70,Rita Lee & Axel Boman,Lança Perfume (Axel Boman Remix),,125.0,125.0,,125,0.0,Key 3d,Key 3d,Key 3d,0
7AD780FA846BB6A4,Rival Consoles,Recovery,,155.0,155.0,,155,0.0,Key 4m,Key 4m,Key 4m,0
BA2C87BDAF8EF848,Robag Wruhme,Calma Calma,,125.0,125.0,,125,0.0,Key 11m,Key 11m,Key 11m,0
0062C12EBBD5ECA8,Roman Flügel,How To Spread Lies,,123.0,123.0,,123,0.0,Key 7m,Key 7m,Key 7m,0
FF73ED1E1D9E2D51,Ross from Friends,The Daisy,,132.0,132.0,,132,0.0,Key 6m,Key 6m,Key 6m,0
89B8EE35C2D3A29E,Ross From Friends,Epiphany,,127.0,127.0,,127,0.0,Key 6m,Key 6m,Key 6m,0
92890EF8F0830116,Ross From Friends,High Energy,,129.0,129.0,,129,0.0,Key 6m,Key 6m,Key 6m,0
EAD59D57121C383B,Ross from Friends,Talk To Me You'll Understand,,126.0,126.0,,126,0.0,Key 5m,Key 5m,Key 5m,0
E78372A6A1E071CA,Shingo Nakamura & Kazusa,Move On (Tim Engelhardt Love Mix),,125.0,125.0,,125,0.0,Key 7d,Key 7d,Key 7m,0
FD531212953B9F0D,SILK,Quiver,,131.0,131.0,,131,0.0,Key 8d,Key 8d,Key 8d,0
2BD39B04738AE3B1,Sofia Kourtesis,Vajkoczy,,124.0,124.0,,124,0.0,Key 1d,Key 1d,Key 1d,0
EDD5234D8D0E6A4C,Soul Capsule,Lady Science (NYC Sunrise),,127.87,127.87,,128,-0.13,Key 2m,Key 2m,Key 2m,0
5ADAE87D89FC969B,Soulful Session & Lynn Lockamy,Hostile Takeover,,126.0,126.0,,126,0.0,Key 1m,Key 1m,Key 1m,0
3D049E7DC8D6F93B,Superpitcher,Rabbits In A Hurry (Sascha Funkes JD Is The One Rabbits Remix),,125.0,125.0,,125,0.0,Key 3m,Key 3m,Key 3m,0
F7D29E6DDEE800A2,Superpitcher,Tonite,,124.0,124.0,,124,0.0,Key 6m,Key 6m,Key 6m,0
7F339AAC12FC35D1,Tom Bioly,Street Beat (Map.ache Remix),,128.0,128.0,,128,0.0,Key 11m,Key 11m,Key 11m,0
432DDF30DEF0C399,TSHA,Sacred,,123.0,123.0,,123,0.0,Key 1m,Key 1m,Key 1m,0
6CD6B2C532382FBE,Westbam feat. Nena,Oldschool Baby (Piano Mix),,130.5,130.5,,131,-0.5,Key 8m,Key 8m,Key 8m,0
CABF37CC5173999D,Weval,ON (Extended Version),,124.0,124.0,,124,0.0,Key 7m,Key 7m,Key 7m,0
2FBA7DEDA127FF5C,The XX,On Hold (Jamie xx Remix),,128.2,128.2,,128,0.2,Key 10d,Key 10m,Key 10m,0
13A608DB0ADACEA8,Yaeji,Raingurl,,128.0,128.0,,128,0.0,Key 3m,Key 3m,Key 3m,0
5CD77C179587250F,Youandewan,1988 (Original Mix),,123.0,123.0,,123,0.0,Key 4m,Key 4m,Key 4m,0
5A7139B203A4BC30,Zone+,Infinite Galaxy,,124.0,124.0,,124,0.0,Key 11m,Key 11m,Key 11m,0
78334582983C4C88,박혜진 park hye jin,I DON'T CARE,,124.0,124.0,,124,0.0,Key 4m,Key 4m,Key 4m,0
E2E77C90489E90B7,Róisín Murphy,Overpowered,,117.0,117.0,,117,0.0,Key 7m,Key 7m,Key 7m,0
5945D30199512AFA,BLVTH,Mars,,103.0,103.0,,103,0.0,Key 11m,Key 11m,Key 11m,0
52C0CD1F4BE7F58F,Soulwax,Essential Eleven,,123.98,123.98,,124,-0.02,Key 3m,Key 3m,Key 3m,0
0AD2023331278751,Baby's Berserk,Toxic Kisses,,127.8,127.8,,128,-0.2,Key 2d,Key 2d,Key 2m,0
57128F04991AE3CC,Lime,I Don't Wanna Lose You (Club Mix),,123.04,123.04,,123,0.04,Key 2m,Key 2m,Key 2m,0
19CA5A21D96E2818,KiNK,Perth (Original Mix),,125.0,125.0,,125,0.0,Key 10m,Key 10m,Key 10m,0
CF696041547504DC,Fred again..,Billie (Loving Arms),,128.0,128.0,,128,0.0,Key 11d,Key 11d,Key 11m,0
BFAF9FD4FC30DE07,Fred again..,Tanya (Maybe Life),,128.0,128.0,,128,0.0,Key 12d,Key 12d,Key 12d,0
1C66AD2EF0F51069,Fred again..,Kammy (like i do),,132.0,132.0,,132,0.0,Key 11m,Key 11m,Key 11m,0
8A199622438817C9,Kerri Chandler & Jerome Sydenham feat. Troy Denari,You're in My System (Dennis Quin Vocal Mix),,123.0,123.0,,123,0.0,Key 7m,Key 7m,Key 7m,0
16BA3DE2723A987A,Loods & Grab,Love Is Real,,130.0,130.0,,130,0.0,Key 11d,Key 11d,Key 11m,0
D73062E5557C730F,Jamie Jones,My Paradise,,128.0,128.0,,128,0.0,Key 8m,Key 8m,Key 8m,0
480A48B019FE6E76,Whirlpool Productions,From: Disco To: Disco (Remastered),,123.87,123.87,,124,-0.13,Key 5m,Key 5m,Key 5m,0
68D8D67B01C2FE0D,Sylvester,You Make Me Feel (Mighty Real),,131.9,131.9,,132,-0.1,Key 9m,Key 9m,Key 9m,0
BDD6D7ACE00C4EEE,dreamcastmoe,(301)341-7207,,73.5,73.5,,73,0.5,Key 11m,Key 11m,Key 11m,0
2294DB4B174ED118,NxWorries,Suede,,117.0,117.0,,117,0.0,Key 12m,Key 12m,Key 12m,0
269C195EF4500C3B,Danny Brown,Grown Up,,93.46,93.46,,94,-0.54,Key 6m,Key 6m,Key 6m,0
87C1343D370D89DD,Mykki Blanco,Free Ride,,112.0,112.0,,112,0.0,Key 11m,Key 11m,Key 11m,0
E06B27FFE5FD1A73,Romy & Fred again..,Strong,,134.0,134.0,,134,0.0,Key 5d,Key 5d,Key 5d,0
527A3F0165F276D2,Galcher Lustwerk,I Neva Seen,,118.0,118.0,,118,0.0,Key 9m,Key 9m,Key 9m,0
DCB67284F1C9495E,Nic Fanciulli & Black Circle,Blessed (Extended Mix),,126.0,126.0,,126,0.0,Key 4m,Key 4m,Key 4m,0
CD928B20D991BFBD,Jamie Jones,My Paradise (Extended Mix),,128.0,128.0,,128,0.0,Key 8m,Key 8m,Key 8m,0
